graph	algo	size	time	opt	seed	mem
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rbmatching	32017	0.8834	1	1002	56320
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rbmatching	131181	229.853	1	21	1476600
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rbmatching	131181	231.666	1	1	1476304
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rbmatching	131181	230.327	1	203	1476600
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	rbmatching	131181	233.161	1	1002	1477300
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rbmatching	39543	579.951	1	21	1244292
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rbmatching	39543	581.74	1	1	1244180
shermanACb.mtx.hgr.random100.rendered	rbmatching	1912	0.03051	1	1	9216
shermanACb.mtx.hgr.random100.rendered	rbmatching	1912	0.02759	1	21	9216
shermanACb.mtx.hgr.random100.rendered	rbmatching	1912	0.02693	1	203	9216
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rbmatching	39543	582.689	1	203	1244284
shermanACb.mtx.hgr.random100.rendered	rbmatching	1912	0.02704	1	1002	9216
sat14_UCG-15-10p1.cnf.primal.hgr.random100	rbmatching	39543	584.592	1	1002	1245380
sls.mtx.hgr.random100	rbmatching	54721	34.3372	1	1	1781416
soc-sign-epinions.mtx.hgr.random100	rbmatching	70473	0.19055	1	1	43008
sls.mtx.hgr.random100	rbmatching	54721	34.8463	1	21	1780568
soc-sign-epinions.mtx.hgr.random100	rbmatching	70473	0.19184	1	21	43008
sls.mtx.hgr.random100	rbmatching	54721	35.059	1	203	1780388
soc-sign-epinions.mtx.hgr.random100	rbmatching	70473	0.19772	1	203	43008
sls.mtx.hgr.random100	rbmatching	54721	34.9148	1	1002	1779536
soc-sign-epinions.mtx.hgr.random100	rbmatching	70473	0.19114	1	1002	43008
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rbmatching	7556	0.30035	1	1	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rbmatching	7556	0.31054	1	21	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rbmatching	7556	0.29693	1	203	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	rbmatching	7556	0.29373	1	1002	29696
dac2012_superblue6.hgr.random100	rbmatching	249685	2174.08	1	21	1761952
dac2012_superblue6.hgr.random100	rbmatching	249685	2176.52	1	1	1761272
dac2012_superblue6.hgr.random100	rbmatching	249685	2174.58	1	203	1761484
dac2012_superblue6.hgr.random100	rbmatching	249685	2174.01	1	1002	1760864
sat14_dated-10-17-u.cnf.hgr.random100	rbmatching	146162	3601.23	0	1	621196
sat14_dated-10-17-u.cnf.hgr.random100	rbmatching	146162	3601.2	0	21	621196
sat14_dated-10-17-u.cnf.hgr.random100	rbmatching	146162	3601.2	0	203	621200
sat14_dated-10-17-u.cnf.hgr.random100	rbmatching	146162	3601.2	0	1002	620172
sat14_UCG-15-10p1.cnf.hgr.random100	rbmatching	145511	3032.08	1	1	787632
sat14_UCG-15-10p1.cnf.hgr.random100	rbmatching	145511	3029.69	1	1002	787632
sat14_UCG-15-10p1.cnf.hgr.random100	rbmatching	145511	3032.1	1	203	786056
sat14_UCG-15-10p1.cnf.hgr.random100	rbmatching	145511	3045.49	1	21	787636
