graph	algo	size	time	opt	seed	mem
msc10848.mtx.hgr.random100	rstruction	88	0.13864	1	1002	20480
mult_dcop_01.mtx.hgr.random100.rendered	rstruction	1540	0.06263	1	1	10240
mult_dcop_01.mtx.hgr.random100.rendered	rstruction	1540	0.05765	1	21	10240
mult_dcop_01.mtx.hgr.random100.rendered	rstruction	1540	0.0579	1	203	10240
mult_dcop_01.mtx.hgr.random100.rendered	rstruction	1540	0.05596	1	1002	10240
poli3.mtx.hgr.random100	rstruction	3523	0.01345	1	1	7168
poli3.mtx.hgr.random100	rstruction	3523	0.01231	1	21	7168
poli3.mtx.hgr.random100	rstruction	3523	0.0124	1	203	7168
garon2.mtx.hgr.random100	rstruction	386	3600.06	0	1	20480
poli3.mtx.hgr.random100	rstruction	3523	0.01253	1	1002	7168
garon2.mtx.hgr.random100	rstruction	386	3600.06	0	21	20480
psse2.mtx.hgr.random100	rstruction	3098	0.05624	1	1	8192
garon2.mtx.hgr.random100	rstruction	386	3600.06	0	203	20480
psse2.mtx.hgr.random100	rstruction	3098	0.05432	1	21	8192
garon2.mtx.hgr.random100	rstruction	386	3600.05	0	1002	20480
psse2.mtx.hgr.random100	rstruction	3098	0.05463	1	203	8192
psse2.mtx.hgr.random100	rstruction	3098	0.06451	1	1002	8192
sat14_6s11-opt.cnf.hgr.random100	rstruction	30343	0.10339	1	1	28672
sat14_6s11-opt.cnf.hgr.random100	rstruction	30343	0.10366	1	21	28672
sat14_6s11-opt.cnf.hgr.random100	rstruction	30343	0.10273	1	203	28672
sat14_6s11-opt.cnf.hgr.random100	rstruction	30343	0.104	1	1002	28672
sat14_6s12.cnf.hgr.random100	rstruction	31353	0.65285	1	1	30720
sat14_6s12.cnf.hgr.random100	rstruction	31353	0.69339	1	21	30720
sat14_6s12.cnf.hgr.random100	rstruction	31353	0.68282	1	203	30720
sat14_6s12.cnf.hgr.random100	rstruction	31353	0.68288	1	1002	30720
sat14_6s130-opt.cnf.hgr.random100	rstruction	45782	0.18208	1	1	40960
sat14_6s130-opt.cnf.hgr.random100	rstruction	45782	0.1725	1	21	40960
sat14_6s130-opt.cnf.hgr.random100	rstruction	45782	0.18252	1	203	40960
sat14_6s130-opt.cnf.hgr.random100	rstruction	45782	0.18274	1	1002	40960
sat14_6s130-opt.cnf.primal.hgr.random100	rstruction	18727	0.51485	1	1	33792
sat14_6s130-opt.cnf.primal.hgr.random100	rstruction	18727	0.51703	1	21	33792
sat14_6s130-opt.cnf.primal.hgr.random100	rstruction	18727	0.51508	1	203	33792
sat14_6s130-opt.cnf.primal.hgr.random100	rstruction	18727	0.51486	1	1002	33792
sat14_6s133.cnf.primal.hgr.random100	rstruction	18577	2.41197	1	21	33792
sat14_6s184.cnf.hgr.random100	rstruction	30630	11.3128	1	1	30720
ISPD98_ibm11.hgr.random100	rstruction	19501	3600.51	0	1	130996
ISPD98_ibm11.hgr.random100	rstruction	19487	3600.52	0	21	121336
ISPD98_ibm11.hgr.random100	rstruction	19488	3600.53	0	203	122360
ISPD98_ibm11.hgr.random100	rstruction	19482	3600.51	0	1002	120756
sat14_AProVE07-27.cnf.dual.hgr.random100	rstruction	3165	2.39997	1	1	25600
sat14_AProVE07-27.cnf.dual.hgr.random100	rstruction	3165	2.41002	1	21	25600
sat14_AProVE07-27.cnf.dual.hgr.random100	rstruction	3165	2.38594	1	203	25600
sat14_AProVE07-27.cnf.dual.hgr.random100	rstruction	3165	2.41637	1	1002	25600
sat14_6s184.cnf.hgr.random100	rstruction	30630	11.2422	1	21	30720
sat14_6s184.cnf.hgr.random100	rstruction	30630	11.4442	1	203	30720
sat14_6s184.cnf.hgr.random100	rstruction	30630	10.7743	1	1002	30720
lp_pds_20.mtx.hgr.random100	rstruction	9130	3600.38	0	1	187324
lp_pds_20.mtx.hgr.random100	rstruction	9131	3600.38	0	21	184080
lp_pds_20.mtx.hgr.random100	rstruction	9132	3600.38	0	203	187444
lp_pds_20.mtx.hgr.random100	rstruction	9129	3600.38	0	1002	184080
sat14_6s133.cnf.primal.hgr.random100	rstruction	18561	3600.2	0	1	68832
sat14_6s133.cnf.primal.hgr.random100	rstruction	18559	3600.2	0	203	102336
sat14_6s133.cnf.primal.hgr.random100	rstruction	18568	3600.2	0	1002	100760
sat14_6s16.cnf.primal.hgr.random100	rstruction	11790	3600.17	0	1	155988
sat14_6s16.cnf.primal.hgr.random100	rstruction	11793	3600.16	0	21	91368
sat14_6s16.cnf.primal.hgr.random100	rstruction	11803	3600.17	0	203	157128
sat14_6s16.cnf.primal.hgr.random100	rstruction	11799	3600.17	0	1002	157044
sat14_bob12m09-opt.cnf.dual.hgr.random100	rstruction	19453	3604.81	0	1	786364
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	rstruction	2204	3608.31	0	1	2105276
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	rstruction	2204	3608.29	0	21	2105244
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	rstruction	2204	3608.23	0	203	2105244
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	rstruction	2204	3608.21	0	1002	2105248
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	rstruction	3556	3671.49	0	1	4078284
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	rstruction	3556	3671.43	0	21	4080216
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	rstruction	3556	3670.87	0	203	4080228
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	rstruction	3556	3670.58	0	1002	4080220
sat14_dated-10-11-u.cnf.hgr.random100	rstruction	90032	3600.95	0	1	2359824
sat14_dated-10-11-u.cnf.hgr.random100	rstruction	89979	3600.94	0	21	2516396
sat14_bob12m09-opt.cnf.dual.hgr.random100	rstruction	19231	3604.78	0	21	786024
sat14_dated-10-11-u.cnf.hgr.random100	rstruction	90065	3600.89	0	203	2642412
sat14_bob12m09-opt.cnf.dual.hgr.random100	rstruction	19225	3604.78	0	203	786024
sat14_bob12m09-opt.cnf.dual.hgr.random100	rstruction	19274	3604.76	0	1002	786020
sat14_dated-10-11-u.cnf.hgr.random100	rstruction	90086	3600.88	0	1002	2621508
sat14_dated-10-17-u.cnf.hgr.random100	rstruction	144545	3601.32	0	1	3208100
sat14_dated-10-17-u.cnf.hgr.random100	rstruction	144543	3601.33	0	21	3207928
sat14_dated-10-17-u.cnf.hgr.random100	rstruction	144623	3601.32	0	203	3218920
sat14_dated-10-17-u.cnf.hgr.random100	rstruction	144501	3601.3	0	1002	3218884
sat14_E02F22.cnf.primal.hgr.random100	rstruction	594	3603.49	0	1	247792
sat14_E02F22.cnf.primal.hgr.random100	rstruction	594	3603.35	0	21	247792
sat14_E02F22.cnf.primal.hgr.random100	rstruction	594	3603.39	0	203	247796
sat14_E02F22.cnf.primal.hgr.random100	rstruction	594	3603.39	0	1002	246784
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rstruction	91273	3602.88	0	1	292684
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rstruction	32017	0.68877	1	1	56320
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rstruction	32017	0.68709	1	21	56320
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rstruction	32017	0.6904	1	203	56320
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	rstruction	32017	0.69758	1	1002	56320
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rstruction	91281	3602.89	0	21	302588
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rstruction	91266	3602.91	0	203	500864
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	rstruction	91278	3602.88	0	1002	276996
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rstruction	166047	3610.02	0	1	1213052
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rstruction	166047	3610.04	0	21	1212876
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rstruction	166047	3609.91	0	203	1213056
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	rstruction	166047	3610.05	0	1002	1213056
