graph	algo	n	m	e	rn	rm	re	offset	time	seed	mem
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.44648	21	512000
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.41862	203	512000
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.41691	1002	512000
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	6.30114	1	834560
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	6.24225	21	834560
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	6.23215	203	834560
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	6.19837	1002	834560
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1463200	2666632	2.19	528606	12.80415	1	1534976
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1463200	2666632	2.19	528606	12.70632	21	1534976
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1463200	2666632	2.19	528606	12.62543	203	1534976
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1463200	2666632	2.19	528606	12.59564	1002	1534976
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	7.72464	1	1061888
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	7.68850	21	1061888
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	7.62923	203	1061888
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	1.05767	1	110592
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	7.57285	1002	1061888
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	1.05232	21	110592
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	1.05010	203	110592
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	1.05372	1002	110592
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.90247	1	229376
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.89024	21	229376
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.89979	203	229376
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.87256	1002	229376
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.75831	1	201728
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.81260	21	201728
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.79048	203	201728
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.76633	1002	201728
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	98.62937	1	637952
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	102.04338	21	638976
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1503	16.41	7	4.47493	1	208896
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	101.84526	1002	638976
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	104.19132	203	638976
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1503	16.41	7	4.30580	21	208896
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1503	16.41	7	4.33294	203	208896
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1503	16.41	7	4.30829	1002	208896
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	8.63715	1	330404
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	8.60578	21	329972
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	8.62329	203	330724
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	8.62209	1002	330400
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	45.86791	1	409600
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	45.06373	21	409600
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	45.74133	203	409600
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	45.19024	1002	409600
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	518.17138	1	6330368
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	1.46458	1	154624
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	1.46444	21	154624
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	512.86122	203	6330368
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	1.48097	203	154624
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	1.60237	1002	154624
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	522.84548	21	6330368
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	522.58545	1002	6330368
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	494.29164	1002	6264832
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	498.08557	1	6264832
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	497.28952	21	6264832
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	499.97503	203	6264832
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	331.01685	21	1006592
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	329.26101	1002	1006592
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	346.78822	1	1006592
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	345.30925	203	1006592
kron_g500-logn16.mtx.hgr.random100.rendered	reduce8	65536	55321	88.80	0	0	0.00	14103	1807.56489	1	4166656
kron_g500-logn16.mtx.hgr.random100.rendered	reduce8	65536	55321	88.80	0	0	0.00	14103	1825.87805	21	4166656
kron_g500-logn16.mtx.hgr.random100.rendered	reduce8	65536	55321	88.80	0	0	0.00	14103	1924.97035	203	4166656
kron_g500-logn16.mtx.hgr.random100.rendered	reduce8	65536	55321	88.80	0	0	0.00	14103	1930.83094	1002	4166656
