graph	algo	n	m	e	rn	rm	re	offset	time	seed	mem
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	reduce8	386163	14636	112.93	126654	10519	42.66	1958	2199.86361	1002	82944
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	reduce8	1291714	433601	6.95	860669	433296	3.97	153	2103.13863	1	350116
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	16.17319	1	262144
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	reduce8	1291714	433601	6.95	860669	433296	3.97	153	2124.18655	1002	350112
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	reduce8	1291714	433601	6.95	860669	433296	3.97	153	2127.42146	203	350112
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	reduce8	1291714	433601	6.95	860669	433296	3.97	153	2136.03071	21	350112
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	16.15866	21	262144
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	15.95409	203	262144
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	15.95232	1002	262144
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	121.88191	1	428032
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	121.25099	21	428032
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	121.15749	203	428032
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	122.88676	1002	428032
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	10.04172	1	700416
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	10.02067	21	700416
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	10.00696	203	700416
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	10.02495	1002	700416
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	32.12991	1	1199104
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	32.09910	21	1199104
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	31.95984	203	1199104
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	31.99240	1002	1199104
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	12.89005	1	891904
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	12.79460	21	891904
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	12.77818	203	891904
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	3.24756	1	47104
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	12.77911	1002	891904
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	3.27438	21	47104
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	3.19082	203	47104
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	3.21553	1002	47104
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	2.70181	1	182272
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	2.67929	21	182272
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	2.70088	203	182272
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	2.70058	1002	182272
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	3.85958	1	164864
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02931	1	8192
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	3.80872	21	164864
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02612	21	8192
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	3.75649	203	164864
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02835	203	8192
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	3.74405	1002	164864
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02587	1002	8192
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	2.66313	1	63488
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	2.66655	21	63488
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	2.66624	203	63488
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	2.66696	1002	63488
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	51.99996	1	288304
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.20686	1	39936
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.19044	21	39936
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	53.77397	21	288300
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.19792	203	39936
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	53.88299	203	288612
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.19096	1002	39936
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	53.69814	1002	287280
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.28745	1	28672
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.28714	21	28672
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.28754	203	28672
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.32074	1002	28672
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	4.92033	1	72704
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	4.91992	21	72704
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	4.92135	203	72704
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	4.92961	1002	72704
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	329828	228013	4.11	121487	3601.18872	1	242916
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	329367	227263	4.12	121487	3601.06773	21	242916
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	329642	227765	4.11	121487	3601.19434	203	242912
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	329768	227942	4.11	121487	3601.16377	1002	242916
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664460	124761	10.82	77182	3601.08596	1	362496
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664461	124761	10.82	77182	3601.08239	21	362496
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664461	124761	10.82	77182	3601.08650	203	362496
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664461	124761	10.82	77182	3601.08531	1002	362496
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661689	122512	10.96	73900	3601.08007	1	356352
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661689	122512	10.96	73900	3601.08717	21	356352
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661690	122512	10.96	73900	3601.08585	203	356352
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661689	122512	10.96	73900	3601.08236	1002	356352
