graph	 seed	 red_n	 red_m	 time	 reduction
dac2012_superblue16.hgr.random100	203	830	352	0.22996	twin
dac2012_superblue16.hgr.random100	203	118952	0	7.40765	unconfined
dac2012_superblue16.hgr.random100	1002	0	466800	0.01675	edge_size
dac2012_superblue16.hgr.random100	1002	446777	121649	0.39165	node_degree_one
dac2012_superblue16.hgr.random100	1002	0	10088	0.16522	edge_domination
dac2012_superblue16.hgr.random100	1002	19121	0	0.13947	fast_node_domination
dac2012_superblue16.hgr.random100	1002	18589	2712	1.07637	node_domination
dac2012_superblue16.hgr.random100	1002	830	352	0.22339	twin
dac2012_superblue16.hgr.random100	1002	118952	0	7.39877	unconfined
dac2012_superblue12.hgr.random100	1	0	799900	0.03052	edge_size
dac2012_superblue12.hgr.random100	1	696429	125617	1.39230	node_degree_one
dac2012_superblue12.hgr.random100	1	0	47899	0.63203	edge_domination
dac2012_superblue12.hgr.random100	1	23496	0	0.34658	fast_node_domination
dac2012_superblue12.hgr.random100	1	56542	12101	5.21045	node_domination
dac2012_superblue12.hgr.random100	1	1668	635	0.71807	twin
dac2012_superblue12.hgr.random100	1	182976	0	29.47958	unconfined
dac2012_superblue12.hgr.random100	21	0	799900	0.03058	edge_size
dac2012_superblue12.hgr.random100	21	696429	125617	1.39605	node_degree_one
dac2012_superblue12.hgr.random100	21	0	47899	0.65761	edge_domination
dac2012_superblue12.hgr.random100	21	23496	0	0.34800	fast_node_domination
dac2012_superblue12.hgr.random100	21	56542	12101	5.19699	node_domination
dac2012_superblue12.hgr.random100	21	1668	635	0.78365	twin
dac2012_superblue12.hgr.random100	21	182976	0	29.46514	unconfined
dac2012_superblue12.hgr.random100	203	0	799900	0.03061	edge_size
dac2012_superblue12.hgr.random100	203	696429	125617	1.39917	node_degree_one
dac2012_superblue12.hgr.random100	203	0	47899	0.52955	edge_domination
dac2012_superblue12.hgr.random100	203	23496	0	0.34675	fast_node_domination
dac2012_superblue12.hgr.random100	203	56542	12101	5.20161	node_domination
dac2012_superblue12.hgr.random100	203	1668	635	0.79291	twin
dac2012_superblue12.hgr.random100	203	182976	0	29.55127	unconfined
dac2012_superblue12.hgr.random100	1002	0	799900	0.03068	edge_size
dac2012_superblue12.hgr.random100	1002	696429	125617	1.39761	node_degree_one
dac2012_superblue12.hgr.random100	1002	0	47899	0.65055	edge_domination
dac2012_superblue12.hgr.random100	1002	23496	0	0.34813	fast_node_domination
dac2012_superblue12.hgr.random100	1002	56542	12101	5.18890	node_domination
dac2012_superblue12.hgr.random100	1002	1668	635	0.79549	twin
dac2012_superblue12.hgr.random100	1002	182976	0	29.41109	unconfined
dac2012_superblue14.hgr.random100	1	0	380948	0.01168	edge_size
dac2012_superblue14.hgr.random100	1	388040	103232	2.32922	node_degree_one
dac2012_superblue14.hgr.random100	1	0	18905	0.20928	edge_domination
dac2012_superblue14.hgr.random100	1	11991	0	0.10786	fast_node_domination
dac2012_superblue14.hgr.random100	1	25990	4182	1.56894	node_domination
dac2012_superblue14.hgr.random100	1	901	279	0.29317	twin
dac2012_superblue14.hgr.random100	1	82588	0	52.90906	unconfined
dac2012_superblue14.hgr.random100	21	0	380948	0.01168	edge_size
dac2012_superblue14.hgr.random100	21	388040	103232	2.32156	node_degree_one
dac2012_superblue14.hgr.random100	21	0	18905	0.21125	edge_domination
dac2012_superblue14.hgr.random100	21	11991	0	0.10593	fast_node_domination
dac2012_superblue14.hgr.random100	21	25990	4182	1.56968	node_domination
dac2012_superblue14.hgr.random100	21	901	279	0.29710	twin
dac2012_superblue14.hgr.random100	21	82588	0	52.91611	unconfined
dac2012_superblue14.hgr.random100	203	0	380948	0.01169	edge_size
dac2012_superblue14.hgr.random100	203	388040	103232	2.31057	node_degree_one
dac2012_superblue14.hgr.random100	203	0	18905	0.24772	edge_domination
dac2012_superblue14.hgr.random100	203	11991	0	0.10651	fast_node_domination
dac2012_superblue14.hgr.random100	203	25990	4182	1.56833	node_domination
dac2012_superblue14.hgr.random100	203	901	279	0.29919	twin
dac2012_superblue14.hgr.random100	203	82588	0	52.96304	unconfined
dac2012_superblue3.hgr.random100	1	0	632969	0.02002	edge_size
dac2012_superblue3.hgr.random100	1	509869	124302	1.78056	node_degree_one
dac2012_superblue3.hgr.random100	1	0	15429	0.22582	edge_domination
dac2012_superblue3.hgr.random100	1	10097	0	0.12078	fast_node_domination
dac2012_superblue3.hgr.random100	1	49245	7386	4.81973	node_domination
dac2012_superblue3.hgr.random100	1	3509	1167	0.81006	twin
dac2012_superblue3.hgr.random100	1	182450	0	36.32151	unconfined
dac2012_superblue3.hgr.random100	21	0	632969	0.01948	edge_size
dac2012_superblue3.hgr.random100	21	509869	124302	1.76980	node_degree_one
dac2012_superblue3.hgr.random100	21	0	15429	0.22547	edge_domination
dac2012_superblue3.hgr.random100	21	10097	0	0.12048	fast_node_domination
dac2012_superblue3.hgr.random100	21	49245	7386	4.82757	node_domination
dac2012_superblue3.hgr.random100	21	3509	1167	0.80941	twin
dac2012_superblue3.hgr.random100	21	182450	0	36.33946	unconfined
dac2012_superblue14.hgr.random100	1002	0	380948	0.01168	edge_size
dac2012_superblue14.hgr.random100	1002	388040	103232	2.33037	node_degree_one
dac2012_superblue14.hgr.random100	1002	0	18905	0.21178	edge_domination
dac2012_superblue14.hgr.random100	1002	11991	0	0.10788	fast_node_domination
dac2012_superblue14.hgr.random100	1002	25990	4182	1.57341	node_domination
dac2012_superblue14.hgr.random100	1002	901	279	0.27487	twin
dac2012_superblue14.hgr.random100	1002	82588	0	53.19049	unconfined
dac2012_superblue3.hgr.random100	203	0	632969	0.02010	edge_size
dac2012_superblue3.hgr.random100	203	509869	124302	1.76360	node_degree_one
dac2012_superblue3.hgr.random100	203	0	15429	0.22570	edge_domination
dac2012_superblue3.hgr.random100	203	10097	0	0.12059	fast_node_domination
dac2012_superblue3.hgr.random100	203	49245	7386	4.84899	node_domination
dac2012_superblue3.hgr.random100	203	3509	1167	0.75253	twin
dac2012_superblue3.hgr.random100	203	182450	0	36.33493	unconfined
dac2012_superblue3.hgr.random100	1002	0	632969	0.01989	edge_size
dac2012_superblue3.hgr.random100	1002	509869	124302	1.79202	node_degree_one
dac2012_superblue3.hgr.random100	1002	0	15429	0.22745	edge_domination
dac2012_superblue3.hgr.random100	1002	10097	0	0.11907	fast_node_domination
dac2012_superblue3.hgr.random100	1002	49245	7386	4.79210	node_domination
dac2012_superblue3.hgr.random100	1002	3509	1167	0.81588	twin
dac2012_superblue3.hgr.random100	1002	182450	0	36.37733	unconfined
dac2012_superblue2.hgr.random100	1	0	579545	0.02176	edge_size
dac2012_superblue2.hgr.random100	1	628175	163453	2.68649	node_degree_one
dac2012_superblue2.hgr.random100	1	0	26206	0.23522	edge_domination
dac2012_superblue2.hgr.random100	1	17866	0	0.17292	fast_node_domination
dac2012_superblue2.hgr.random100	1	41832	5063	1.85805	node_domination
dac2012_superblue2.hgr.random100	1	4625	1212	0.44644	twin
dac2012_superblue2.hgr.random100	1	105910	0	53.59891	unconfined
dictionary28.mtx.hgr.random100	1	0	23238	0.00178	edge_size
dictionary28.mtx.hgr.random100	1	44949	7117	0.01845	node_degree_one
dictionary28.mtx.hgr.random100	1	0	4358	0.00593	edge_domination
dictionary28.mtx.hgr.random100	1	525	0	0.00306	fast_node_domination
dictionary28.mtx.hgr.random100	1	3254	767	0.01773	node_domination
dictionary28.mtx.hgr.random100	1	123	60	0.00536	twin
dictionary28.mtx.hgr.random100	1	1161	0	0.01832	unconfined
dac2012_superblue2.hgr.random100	21	0	579545	0.02173	edge_size
dac2012_superblue2.hgr.random100	21	628175	163453	2.67476	node_degree_one
dac2012_superblue2.hgr.random100	21	0	26206	0.22411	edge_domination
dac2012_superblue2.hgr.random100	21	17866	0	0.17021	fast_node_domination
dac2012_superblue2.hgr.random100	21	41832	5063	1.86295	node_domination
dac2012_superblue2.hgr.random100	21	4625	1212	0.44662	twin
dac2012_superblue2.hgr.random100	21	105910	0	53.54874	unconfined
dictionary28.mtx.hgr.random100	21	0	23238	0.00124	edge_size
dictionary28.mtx.hgr.random100	21	44949	7117	0.01501	node_degree_one
dictionary28.mtx.hgr.random100	21	0	4358	0.00588	edge_domination
dictionary28.mtx.hgr.random100	21	525	0	0.00307	fast_node_domination
dictionary28.mtx.hgr.random100	21	3254	767	0.01771	node_domination
dictionary28.mtx.hgr.random100	21	123	60	0.00548	twin
dictionary28.mtx.hgr.random100	21	1161	0	0.01841	unconfined
dac2012_superblue2.hgr.random100	203	0	579545	0.02169	edge_size
dac2012_superblue2.hgr.random100	203	628175	163453	2.67313	node_degree_one
dac2012_superblue2.hgr.random100	203	0	26206	0.22267	edge_domination
dac2012_superblue2.hgr.random100	203	17866	0	0.17415	fast_node_domination
dac2012_superblue2.hgr.random100	203	41832	5063	1.85445	node_domination
dac2012_superblue2.hgr.random100	203	4625	1212	0.44572	twin
dac2012_superblue2.hgr.random100	203	105910	0	53.57237	unconfined
dictionary28.mtx.hgr.random100	203	0	23238	0.00127	edge_size
dictionary28.mtx.hgr.random100	203	44949	7117	0.01537	node_degree_one
dictionary28.mtx.hgr.random100	203	0	4358	0.00598	edge_domination
dictionary28.mtx.hgr.random100	203	525	0	0.00308	fast_node_domination
dictionary28.mtx.hgr.random100	203	3254	767	0.01785	node_domination
dictionary28.mtx.hgr.random100	203	123	60	0.00543	twin
dictionary28.mtx.hgr.random100	203	1161	0	0.01865	unconfined
dictionary28.mtx.hgr.random100	1002	0	23238	0.00127	edge_size
dictionary28.mtx.hgr.random100	1002	44949	7117	0.01533	node_degree_one
dictionary28.mtx.hgr.random100	1002	0	4358	0.00596	edge_domination
dictionary28.mtx.hgr.random100	1002	525	0	0.00307	fast_node_domination
dictionary28.mtx.hgr.random100	1002	3254	767	0.01790	node_domination
dictionary28.mtx.hgr.random100	1002	123	60	0.00544	twin
dictionary28.mtx.hgr.random100	1002	1161	0	0.01837	unconfined
dac2012_superblue2.hgr.random100	1002	0	579545	0.02154	edge_size
dac2012_superblue2.hgr.random100	1002	628175	163453	2.67120	node_degree_one
dac2012_superblue2.hgr.random100	1002	0	26206	0.22276	edge_domination
dac2012_superblue2.hgr.random100	1002	17866	0	0.17062	fast_node_domination
dac2012_superblue2.hgr.random100	1002	41832	5063	1.84514	node_domination
dac2012_superblue2.hgr.random100	1002	4625	1212	0.44257	twin
dac2012_superblue2.hgr.random100	1002	105910	0	53.61117	unconfined
ex19.mtx.hgr.random100	1	0	303	0.00020	edge_size
ex19.mtx.hgr.random100	1	12005	682	0.00466	node_degree_one
ex19.mtx.hgr.random100	1	0	11020	0.00750	edge_domination
ex19.mtx.hgr.random100	1	0	0	0.00000	fast_node_domination
ex19.mtx.hgr.random100	1	0	0	0.00000	node_domination
ex19.mtx.hgr.random100	1	0	0	0.00000	twin
ex19.mtx.hgr.random100	1	0	0	0.00000	unconfined
ex19.mtx.hgr.random100	21	0	303	0.00016	edge_size
ex19.mtx.hgr.random100	21	12005	682	0.00256	node_degree_one
ex19.mtx.hgr.random100	21	0	11020	0.00642	edge_domination
ex19.mtx.hgr.random100	21	0	0	0.00000	fast_node_domination
ex19.mtx.hgr.random100	21	0	0	0.00000	node_domination
ex19.mtx.hgr.random100	21	0	0	0.00000	twin
ex19.mtx.hgr.random100	21	0	0	0.00000	unconfined
ex19.mtx.hgr.random100	203	0	303	0.00016	edge_size
ex19.mtx.hgr.random100	203	12005	682	0.00260	node_degree_one
ex19.mtx.hgr.random100	203	0	11020	0.00604	edge_domination
ex19.mtx.hgr.random100	203	0	0	0.00000	fast_node_domination
ex19.mtx.hgr.random100	203	0	0	0.00000	node_domination
ex19.mtx.hgr.random100	203	0	0	0.00000	twin
ex19.mtx.hgr.random100	203	0	0	0.00000	unconfined
ex19.mtx.hgr.random100	1002	0	303	0.00012	edge_size
ex19.mtx.hgr.random100	1002	12005	682	0.00252	node_degree_one
ex19.mtx.hgr.random100	1002	0	11020	0.00419	edge_domination
ex19.mtx.hgr.random100	1002	0	0	0.00000	fast_node_domination
ex19.mtx.hgr.random100	1002	0	0	0.00000	node_domination
ex19.mtx.hgr.random100	1002	0	0	0.00000	twin
ex19.mtx.hgr.random100	1002	0	0	0.00000	unconfined
fd18.mtx.hgr.random100	1	0	1799	0.00027	edge_size
fd18.mtx.hgr.random100	1	2200	782	0.00099	node_degree_one
fd18.mtx.hgr.random100	1	0	169	0.00239	edge_domination
fd18.mtx.hgr.random100	1	120	0	0.00157	fast_node_domination
fd18.mtx.hgr.random100	1	408	66	0.01128	node_domination
fd18.mtx.hgr.random100	1	0	0	0.00443	twin
fd18.mtx.hgr.random100	1	340	0	0.00803	unconfined
fd18.mtx.hgr.random100	21	0	1799	0.00022	edge_size
fd18.mtx.hgr.random100	21	2200	782	0.00077	node_degree_one
fd18.mtx.hgr.random100	21	0	169	0.00168	edge_domination
fd18.mtx.hgr.random100	21	120	0	0.00127	fast_node_domination
fd18.mtx.hgr.random100	21	408	66	0.01017	node_domination
fd18.mtx.hgr.random100	21	0	0	0.00443	twin
fd18.mtx.hgr.random100	21	340	0	0.00543	unconfined
fd18.mtx.hgr.random100	203	0	1799	0.00022	edge_size
fd18.mtx.hgr.random100	203	2200	782	0.00082	node_degree_one
fd18.mtx.hgr.random100	203	0	169	0.00176	edge_domination
fd18.mtx.hgr.random100	203	120	0	0.00135	fast_node_domination
fd18.mtx.hgr.random100	203	408	66	0.01016	node_domination
fd18.mtx.hgr.random100	203	0	0	0.00443	twin
fd18.mtx.hgr.random100	203	340	0	0.00612	unconfined
fd18.mtx.hgr.random100	1002	0	1799	0.00022	edge_size
fd18.mtx.hgr.random100	1002	2200	782	0.00077	node_degree_one
fd18.mtx.hgr.random100	1002	0	169	0.00167	edge_domination
fd18.mtx.hgr.random100	1002	120	0	0.00127	fast_node_domination
fd18.mtx.hgr.random100	1002	408	66	0.01028	node_domination
fd18.mtx.hgr.random100	1002	0	0	0.00430	twin
fd18.mtx.hgr.random100	1002	340	0	0.00539	unconfined
g7jac040sc.mtx.hgr.random100	1	0	5570	0.00018	edge_size
g7jac040sc.mtx.hgr.random100	1	3665	959	0.00076	node_degree_one
g7jac040sc.mtx.hgr.random100	1	0	2965	0.00262	edge_domination
g7jac040sc.mtx.hgr.random100	1	3050	0	0.02493	fast_node_domination
g7jac040sc.mtx.hgr.random100	1	915	40	0.00982	node_domination
g7jac040sc.mtx.hgr.random100	1	0	0	0.00179	twin
g7jac040sc.mtx.hgr.random100	1	2099	0	0.06276	unconfined
g7jac040sc.mtx.hgr.random100	21	0	5570	0.00019	edge_size
g7jac040sc.mtx.hgr.random100	21	3665	959	0.00075	node_degree_one
g7jac040sc.mtx.hgr.random100	21	0	2965	0.00275	edge_domination
g7jac040sc.mtx.hgr.random100	21	3050	0	0.02224	fast_node_domination
g7jac040sc.mtx.hgr.random100	21	915	40	0.00978	node_domination
g7jac040sc.mtx.hgr.random100	21	0	0	0.00174	twin
g7jac040sc.mtx.hgr.random100	21	2099	0	0.06310	unconfined
g7jac040sc.mtx.hgr.random100	203	0	5570	0.00018	edge_size
g7jac040sc.mtx.hgr.random100	203	3665	959	0.00074	node_degree_one
g7jac040sc.mtx.hgr.random100	203	0	2965	0.00265	edge_domination
g7jac040sc.mtx.hgr.random100	203	3050	0	0.02124	fast_node_domination
g7jac040sc.mtx.hgr.random100	203	915	40	0.00973	node_domination
g7jac040sc.mtx.hgr.random100	203	0	0	0.00179	twin
g7jac040sc.mtx.hgr.random100	203	2099	0	0.06281	unconfined
g7jac040sc.mtx.hgr.random100	1002	0	5570	0.00032	edge_size
g7jac040sc.mtx.hgr.random100	1002	3665	959	0.00075	node_degree_one
g7jac040sc.mtx.hgr.random100	1002	0	2965	0.00263	edge_domination
g7jac040sc.mtx.hgr.random100	1002	3050	0	0.02145	fast_node_domination
g7jac040sc.mtx.hgr.random100	1002	915	40	0.00986	node_domination
g7jac040sc.mtx.hgr.random100	1002	0	0	0.00178	twin
g7jac040sc.mtx.hgr.random100	1002	2099	0	0.06314	unconfined
garon2.mtx.hgr.random100	1	0	10	0.00010	edge_size
garon2.mtx.hgr.random100	1	14	4	0.00015	node_degree_one
garon2.mtx.hgr.random100	1	0	12068	0.00580	edge_domination
garon2.mtx.hgr.random100	1	9539	0	0.01623	fast_node_domination
garon2.mtx.hgr.random100	1	317	2	0.00559	node_domination
garon2.mtx.hgr.random100	1	0	0	0.00228	twin
garon2.mtx.hgr.random100	1	18	0	0.00480	unconfined
garon2.mtx.hgr.random100	21	0	10	0.00009	edge_size
garon2.mtx.hgr.random100	21	14	4	0.00015	node_degree_one
garon2.mtx.hgr.random100	21	0	12068	0.00554	edge_domination
garon2.mtx.hgr.random100	21	9539	0	0.01588	fast_node_domination
garon2.mtx.hgr.random100	21	317	2	0.00553	node_domination
garon2.mtx.hgr.random100	21	0	0	0.00236	twin
garon2.mtx.hgr.random100	21	18	0	0.00487	unconfined
garon2.mtx.hgr.random100	203	0	10	0.00009	edge_size
garon2.mtx.hgr.random100	203	14	4	0.00015	node_degree_one
garon2.mtx.hgr.random100	203	0	12068	0.00582	edge_domination
garon2.mtx.hgr.random100	203	9539	0	0.01608	fast_node_domination
garon2.mtx.hgr.random100	203	317	2	0.00552	node_domination
garon2.mtx.hgr.random100	203	0	0	0.00236	twin
garon2.mtx.hgr.random100	203	18	0	0.00485	unconfined
garon2.mtx.hgr.random100	1002	0	10	0.00009	edge_size
garon2.mtx.hgr.random100	1002	14	4	0.00015	node_degree_one
garon2.mtx.hgr.random100	1002	0	12068	0.00573	edge_domination
garon2.mtx.hgr.random100	1002	9539	0	0.01583	fast_node_domination
garon2.mtx.hgr.random100	1002	317	2	0.00551	node_domination
garon2.mtx.hgr.random100	1002	0	0	0.00226	twin
garon2.mtx.hgr.random100	1002	18	0	0.00480	unconfined
IMDB.mtx.hgr.random100	1	0	201304	0.01609	edge_size
IMDB.mtx.hgr.random100	1	896291	101817	2.10221	node_degree_one
IMDB.mtx.hgr.random100	1	0	492	0.00173	edge_domination
IMDB.mtx.hgr.random100	1	5	0	0.00348	fast_node_domination
IMDB.mtx.hgr.random100	1	12	4	0.00315	node_domination
IMDB.mtx.hgr.random100	1	0	0	0.00000	twin
IMDB.mtx.hgr.random100	1	0	0	0.00000	unconfined
IMDB.mtx.hgr.random100	21	0	201304	0.01587	edge_size
IMDB.mtx.hgr.random100	21	896291	101817	2.14228	node_degree_one
IMDB.mtx.hgr.random100	21	0	492	0.00160	edge_domination
IMDB.mtx.hgr.random100	21	5	0	0.00353	fast_node_domination
IMDB.mtx.hgr.random100	21	12	4	0.00302	node_domination
IMDB.mtx.hgr.random100	21	0	0	0.00000	twin
IMDB.mtx.hgr.random100	21	0	0	0.00000	unconfined
ISPD98_ibm11.hgr.random100	1	0	31496	0.00165	edge_size
ISPD98_ibm11.hgr.random100	1	19751	5576	0.01419	node_degree_one
ISPD98_ibm11.hgr.random100	1	0	9551	0.02232	edge_domination
ISPD98_ibm11.hgr.random100	1	728	0	0.01298	fast_node_domination
ISPD98_ibm11.hgr.random100	1	4560	703	0.12181	node_domination
ISPD98_ibm11.hgr.random100	1	491	169	0.03480	twin
ISPD98_ibm11.hgr.random100	1	10699	0	0.19311	unconfined
IMDB.mtx.hgr.random100	203	0	201304	0.01677	edge_size
IMDB.mtx.hgr.random100	203	896291	101817	2.16791	node_degree_one
IMDB.mtx.hgr.random100	203	0	492	0.00165	edge_domination
IMDB.mtx.hgr.random100	203	5	0	0.00351	fast_node_domination
IMDB.mtx.hgr.random100	203	12	4	0.00338	node_domination
IMDB.mtx.hgr.random100	203	0	0	0.00000	twin
IMDB.mtx.hgr.random100	203	0	0	0.00000	unconfined
ISPD98_ibm11.hgr.random100	21	0	31496	0.00168	edge_size
ISPD98_ibm11.hgr.random100	21	19751	5576	0.01471	node_degree_one
ISPD98_ibm11.hgr.random100	21	0	9551	0.02273	edge_domination
ISPD98_ibm11.hgr.random100	21	728	0	0.01380	fast_node_domination
ISPD98_ibm11.hgr.random100	21	4560	703	0.12562	node_domination
ISPD98_ibm11.hgr.random100	21	491	169	0.03583	twin
ISPD98_ibm11.hgr.random100	21	10699	0	0.20056	unconfined
IMDB.mtx.hgr.random100	1002	0	201304	0.01649	edge_size
IMDB.mtx.hgr.random100	1002	896291	101817	2.07070	node_degree_one
IMDB.mtx.hgr.random100	1002	0	492	0.00162	edge_domination
IMDB.mtx.hgr.random100	1002	5	0	0.00345	fast_node_domination
IMDB.mtx.hgr.random100	1002	12	4	0.00335	node_domination
IMDB.mtx.hgr.random100	1002	0	0	0.00000	twin
IMDB.mtx.hgr.random100	1002	0	0	0.00000	unconfined
ISPD98_ibm11.hgr.random100	203	0	31496	0.00171	edge_size
ISPD98_ibm11.hgr.random100	203	19751	5576	0.01475	node_degree_one
ISPD98_ibm11.hgr.random100	203	0	9551	0.02177	edge_domination
ISPD98_ibm11.hgr.random100	203	728	0	0.01298	fast_node_domination
ISPD98_ibm11.hgr.random100	203	4560	703	0.12608	node_domination
ISPD98_ibm11.hgr.random100	203	491	169	0.03659	twin
ISPD98_ibm11.hgr.random100	203	10699	0	0.20241	unconfined
ISPD98_ibm11.hgr.random100	1002	0	31496	0.00167	edge_size
ISPD98_ibm11.hgr.random100	1002	19751	5576	0.01437	node_degree_one
ISPD98_ibm11.hgr.random100	1002	0	9551	0.02206	edge_domination
ISPD98_ibm11.hgr.random100	1002	728	0	0.01304	fast_node_domination
ISPD98_ibm11.hgr.random100	1002	4560	703	0.12021	node_domination
ISPD98_ibm11.hgr.random100	1002	491	169	0.03568	twin
ISPD98_ibm11.hgr.random100	1002	10699	0	0.19414	unconfined
ISPD98_ibm12.hgr.random100	1	0	36980	0.00178	edge_size
ISPD98_ibm12.hgr.random100	1	26445	7898	0.02556	node_degree_one
ISPD98_ibm12.hgr.random100	1	0	7770	0.02325	edge_domination
ISPD98_ibm12.hgr.random100	1	626	0	0.01435	fast_node_domination
ISPD98_ibm12.hgr.random100	1	7998	857	0.16666	node_domination
ISPD98_ibm12.hgr.random100	1	410	168	0.03543	twin
ISPD98_ibm12.hgr.random100	1	10590	0	0.18377	unconfined
ISPD98_ibm12.hgr.random100	21	0	36980	0.00174	edge_size
ISPD98_ibm12.hgr.random100	21	26445	7898	0.02423	node_degree_one
ISPD98_ibm12.hgr.random100	21	0	7770	0.02083	edge_domination
ISPD98_ibm12.hgr.random100	21	626	0	0.01296	fast_node_domination
ISPD98_ibm12.hgr.random100	21	7998	857	0.16232	node_domination
ISPD98_ibm12.hgr.random100	21	410	168	0.03475	twin
ISPD98_ibm12.hgr.random100	21	10590	0	0.18032	unconfined
ISPD98_ibm12.hgr.random100	203	0	36980	0.00175	edge_size
ISPD98_ibm12.hgr.random100	203	26445	7898	0.02340	node_degree_one
ISPD98_ibm12.hgr.random100	203	0	7770	0.02073	edge_domination
ISPD98_ibm12.hgr.random100	203	626	0	0.01272	fast_node_domination
ISPD98_ibm12.hgr.random100	203	7998	857	0.15628	node_domination
ISPD98_ibm12.hgr.random100	203	410	168	0.03379	twin
ISPD98_ibm12.hgr.random100	203	10590	0	0.17316	unconfined
dac2012_superblue6.hgr.random100	1	0	634355	0.02345	edge_size
dac2012_superblue6.hgr.random100	1	531335	135453	1.03274	node_degree_one
dac2012_superblue6.hgr.random100	1	0	28707	0.27578	edge_domination
dac2012_superblue6.hgr.random100	1	19014	0	0.19330	fast_node_domination
dac2012_superblue6.hgr.random100	1	52456	8234	4.50643	node_domination
dac2012_superblue6.hgr.random100	1	4087	1490	0.92946	twin
dac2012_superblue6.hgr.random100	1	191821	0	61.52758	unconfined
ISPD98_ibm12.hgr.random100	1002	0	36980	0.00174	edge_size
ISPD98_ibm12.hgr.random100	1002	26445	7898	0.02360	node_degree_one
ISPD98_ibm12.hgr.random100	1002	0	7770	0.02015	edge_domination
ISPD98_ibm12.hgr.random100	1002	626	0	0.01241	fast_node_domination
ISPD98_ibm12.hgr.random100	1002	7998	857	0.15549	node_domination
ISPD98_ibm12.hgr.random100	1002	410	168	0.03461	twin
ISPD98_ibm12.hgr.random100	1002	10590	0	0.17436	unconfined
dac2012_superblue6.hgr.random100	21	0	634355	0.02341	edge_size
dac2012_superblue6.hgr.random100	21	531335	135453	1.04396	node_degree_one
dac2012_superblue6.hgr.random100	21	0	28707	0.27411	edge_domination
dac2012_superblue6.hgr.random100	21	19014	0	0.19520	fast_node_domination
dac2012_superblue6.hgr.random100	21	52456	8234	4.50680	node_domination
dac2012_superblue6.hgr.random100	21	4087	1490	0.93214	twin
dac2012_superblue6.hgr.random100	21	191821	0	61.60882	unconfined
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	53359	0.00486	edge_size
kron_g500-logn16.mtx.hgr.random100.rendered	1	65536	1962	0.35804	node_degree_one
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	0	0.00000	edge_domination
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	0	0.00000	fast_node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	0	0.00000	node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	0	0.00000	twin
kron_g500-logn16.mtx.hgr.random100.rendered	1	0	0	0.00000	unconfined
dac2012_superblue6.hgr.random100	203	0	634355	0.02315	edge_size
dac2012_superblue6.hgr.random100	203	531335	135453	1.02914	node_degree_one
dac2012_superblue6.hgr.random100	203	0	28707	0.27315	edge_domination
dac2012_superblue6.hgr.random100	203	19014	0	0.19397	fast_node_domination
dac2012_superblue6.hgr.random100	203	52456	8234	4.49831	node_domination
dac2012_superblue6.hgr.random100	203	4087	1490	0.84584	twin
dac2012_superblue6.hgr.random100	203	191821	0	61.65113	unconfined
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	53359	0.00471	edge_size
kron_g500-logn16.mtx.hgr.random100.rendered	21	65536	1962	0.36105	node_degree_one
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	0	0.00000	edge_domination
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	0	0.00000	fast_node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	0	0.00000	node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	0	0.00000	twin
kron_g500-logn16.mtx.hgr.random100.rendered	21	0	0	0.00000	unconfined
dac2012_superblue6.hgr.random100	1002	0	634355	0.02340	edge_size
dac2012_superblue6.hgr.random100	1002	531335	135453	1.03569	node_degree_one
dac2012_superblue6.hgr.random100	1002	0	28707	0.27474	edge_domination
dac2012_superblue6.hgr.random100	1002	19014	0	0.18963	fast_node_domination
dac2012_superblue6.hgr.random100	1002	52456	8234	4.48404	node_domination
dac2012_superblue6.hgr.random100	1002	4087	1490	0.92638	twin
dac2012_superblue6.hgr.random100	1002	191821	0	61.44108	unconfined
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	53359	0.00485	edge_size
kron_g500-logn16.mtx.hgr.random100.rendered	203	65536	1962	0.35994	node_degree_one
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	0	0.00000	edge_domination
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	0	0.00000	fast_node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	0	0.00000	node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	0	0.00000	twin
kron_g500-logn16.mtx.hgr.random100.rendered	203	0	0	0.00000	unconfined
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	53359	0.00471	edge_size
kron_g500-logn16.mtx.hgr.random100.rendered	1002	65536	1962	0.35424	node_degree_one
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	0	0.00000	edge_domination
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	0	0.00000	fast_node_domination
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	0	0.00000	node_domination
