graph	 seed	 red_n	 red_m	 time	 reduction
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	0	0.00000	twin
kron_g500-logn16.mtx.hgr.random100.rendered	1002	0	0	0.00000	unconfined
lhr14.mtx.hgr.random100	1	0	13280	0.00032	edge_size
lhr14.mtx.hgr.random100	1	1712	336	0.00088	node_degree_one
lhr14.mtx.hgr.random100	1	0	378	0.01040	edge_domination
lhr14.mtx.hgr.random100	1	8135	0	0.08227	fast_node_domination
lhr14.mtx.hgr.random100	1	0	0	0.00105	node_domination
lhr14.mtx.hgr.random100	1	4408	260	0.00238	twin
lhr14.mtx.hgr.random100	1	0	0	0.00094	unconfined
lhr14.mtx.hgr.random100	21	0	13280	0.00030	edge_size
lhr14.mtx.hgr.random100	21	1712	336	0.00079	node_degree_one
lhr14.mtx.hgr.random100	21	0	378	0.00635	edge_domination
lhr14.mtx.hgr.random100	21	8135	0	0.08454	fast_node_domination
lhr14.mtx.hgr.random100	21	0	0	0.00105	node_domination
lhr14.mtx.hgr.random100	21	4408	260	0.00232	twin
lhr14.mtx.hgr.random100	21	0	0	0.00094	unconfined
lhr14.mtx.hgr.random100	203	0	13280	0.00030	edge_size
lhr14.mtx.hgr.random100	203	1712	336	0.00082	node_degree_one
lhr14.mtx.hgr.random100	203	0	378	0.00650	edge_domination
lhr14.mtx.hgr.random100	203	8135	0	0.08343	fast_node_domination
lhr14.mtx.hgr.random100	203	0	0	0.00107	node_domination
lhr14.mtx.hgr.random100	203	4408	260	0.00231	twin
lhr14.mtx.hgr.random100	203	0	0	0.00094	unconfined
lhr14.mtx.hgr.random100	1002	0	13280	0.00030	edge_size
lhr14.mtx.hgr.random100	1002	1712	336	0.00089	node_degree_one
lhr14.mtx.hgr.random100	1002	0	378	0.00666	edge_domination
lhr14.mtx.hgr.random100	1002	8135	0	0.08227	fast_node_domination
lhr14.mtx.hgr.random100	1002	0	0	0.00107	node_domination
lhr14.mtx.hgr.random100	1002	4408	260	0.00238	twin
lhr14.mtx.hgr.random100	1002	0	0	0.00095	unconfined
lp_pds_20.mtx.hgr.random100	1	0	10835	0.00046	edge_size
lp_pds_20.mtx.hgr.random100	1	42778	6029	0.01096	node_degree_one
lp_pds_20.mtx.hgr.random100	1	0	0	0.00392	edge_domination
lp_pds_20.mtx.hgr.random100	1	0	0	0.00507	fast_node_domination
lp_pds_20.mtx.hgr.random100	1	0	0	0.06923	node_domination
lp_pds_20.mtx.hgr.random100	1	0	0	0.03521	twin
lp_pds_20.mtx.hgr.random100	1	4581	0	0.09879	unconfined
lp_pds_20.mtx.hgr.random100	21	0	10835	0.00043	edge_size
lp_pds_20.mtx.hgr.random100	21	42778	6029	0.01131	node_degree_one
lp_pds_20.mtx.hgr.random100	21	0	0	0.00384	edge_domination
lp_pds_20.mtx.hgr.random100	21	0	0	0.00504	fast_node_domination
lp_pds_20.mtx.hgr.random100	21	0	0	0.06909	node_domination
lp_pds_20.mtx.hgr.random100	21	0	0	0.03293	twin
lp_pds_20.mtx.hgr.random100	21	4581	0	0.09767	unconfined
lp_pds_20.mtx.hgr.random100	203	0	10835	0.00043	edge_size
lp_pds_20.mtx.hgr.random100	203	42778	6029	0.01085	node_degree_one
lp_pds_20.mtx.hgr.random100	203	0	0	0.00391	edge_domination
lp_pds_20.mtx.hgr.random100	203	0	0	0.00516	fast_node_domination
lp_pds_20.mtx.hgr.random100	203	0	0	0.06864	node_domination
lp_pds_20.mtx.hgr.random100	203	0	0	0.03279	twin
lp_pds_20.mtx.hgr.random100	203	4581	0	0.09728	unconfined
lp_pds_20.mtx.hgr.random100	1002	0	10835	0.00043	edge_size
lp_pds_20.mtx.hgr.random100	1002	42778	6029	0.01079	node_degree_one
lp_pds_20.mtx.hgr.random100	1002	0	0	0.00386	edge_domination
lp_pds_20.mtx.hgr.random100	1002	0	0	0.00506	fast_node_domination
lp_pds_20.mtx.hgr.random100	1002	0	0	0.06879	node_domination
lp_pds_20.mtx.hgr.random100	1002	0	0	0.03427	twin
lp_pds_20.mtx.hgr.random100	1002	4581	0	0.09748	unconfined
dac2012_superblue7.hgr.random100	1	0	994809	0.02907	edge_size
dac2012_superblue7.hgr.random100	1	811043	182114	0.97686	node_degree_one
dac2012_superblue7.hgr.random100	1	0	33707	0.34040	edge_domination
dac2012_superblue7.hgr.random100	1	23666	0	0.22386	fast_node_domination
dac2012_superblue7.hgr.random100	1	51674	5626	3.66884	node_domination
dac2012_superblue7.hgr.random100	1	4269	1337	0.67820	twin
dac2012_superblue7.hgr.random100	1	318794	0	57.17749	unconfined
dac2012_superblue7.hgr.random100	21	0	994809	0.02892	edge_size
dac2012_superblue7.hgr.random100	21	811043	182114	0.99608	node_degree_one
dac2012_superblue7.hgr.random100	21	0	33707	0.33551	edge_domination
dac2012_superblue7.hgr.random100	21	23666	0	0.22793	fast_node_domination
dac2012_superblue7.hgr.random100	21	51674	5626	3.65625	node_domination
dac2012_superblue7.hgr.random100	21	4269	1337	0.73688	twin
dac2012_superblue7.hgr.random100	21	318794	0	56.42576	unconfined
msc10848.mtx.hgr.random100	1	0	55	0.00011	edge_size
msc10848.mtx.hgr.random100	1	2531	32	0.00089	node_degree_one
msc10848.mtx.hgr.random100	1	0	10645	0.01603	edge_domination
msc10848.mtx.hgr.random100	1	8133	0	0.05377	fast_node_domination
msc10848.mtx.hgr.random100	1	22	3	0.00041	node_domination
msc10848.mtx.hgr.random100	1	0	0	0.00077	twin
msc10848.mtx.hgr.random100	1	41	0	0.00111	unconfined
m14b.mtx.hgr.random100	1	0	85	0.00268	edge_size
m14b.mtx.hgr.random100	1	0	0	0.00304	node_degree_one
m14b.mtx.hgr.random100	1	0	15535	0.21942	edge_domination
m14b.mtx.hgr.random100	1	74	0	0.10661	fast_node_domination
m14b.mtx.hgr.random100	1	34098	0	2.06293	node_domination
m14b.mtx.hgr.random100	1	0	0	0.34155	twin
m14b.mtx.hgr.random100	1	40	0	1.07649	unconfined
dac2012_superblue7.hgr.random100	203	0	994809	0.02905	edge_size
dac2012_superblue7.hgr.random100	203	811043	182114	0.99323	node_degree_one
dac2012_superblue7.hgr.random100	203	0	33707	0.33558	edge_domination
dac2012_superblue7.hgr.random100	203	23666	0	0.22749	fast_node_domination
dac2012_superblue7.hgr.random100	203	51674	5626	3.65784	node_domination
dac2012_superblue7.hgr.random100	203	4269	1337	0.73326	twin
dac2012_superblue7.hgr.random100	203	318794	0	56.43532	unconfined
m14b.mtx.hgr.random100	21	0	85	0.00245	edge_size
m14b.mtx.hgr.random100	21	0	0	0.00306	node_degree_one
m14b.mtx.hgr.random100	21	0	15535	0.21970	edge_domination
m14b.mtx.hgr.random100	21	74	0	0.10542	fast_node_domination
m14b.mtx.hgr.random100	21	34098	0	2.06756	node_domination
m14b.mtx.hgr.random100	21	0	0	0.33299	twin
m14b.mtx.hgr.random100	21	40	0	1.07690	unconfined
msc10848.mtx.hgr.random100	21	0	55	0.00010	edge_size
msc10848.mtx.hgr.random100	21	2531	32	0.00089	node_degree_one
msc10848.mtx.hgr.random100	21	0	10645	0.01600	edge_domination
msc10848.mtx.hgr.random100	21	8133	0	0.05471	fast_node_domination
msc10848.mtx.hgr.random100	21	22	3	0.00041	node_domination
msc10848.mtx.hgr.random100	21	0	0	0.00076	twin
msc10848.mtx.hgr.random100	21	41	0	0.00112	unconfined
dac2012_superblue7.hgr.random100	1002	0	994809	0.02889	edge_size
dac2012_superblue7.hgr.random100	1002	811043	182114	0.98091	node_degree_one
dac2012_superblue7.hgr.random100	1002	0	33707	0.33456	edge_domination
dac2012_superblue7.hgr.random100	1002	23666	0	0.22400	fast_node_domination
dac2012_superblue7.hgr.random100	1002	51674	5626	3.66629	node_domination
dac2012_superblue7.hgr.random100	1002	4269	1337	0.67255	twin
dac2012_superblue7.hgr.random100	1002	318794	0	56.89747	unconfined
m14b.mtx.hgr.random100	203	0	85	0.00241	edge_size
m14b.mtx.hgr.random100	203	0	0	0.00301	node_degree_one
m14b.mtx.hgr.random100	203	0	15535	0.21651	edge_domination
m14b.mtx.hgr.random100	203	74	0	0.10777	fast_node_domination
m14b.mtx.hgr.random100	203	34098	0	2.05384	node_domination
m14b.mtx.hgr.random100	203	0	0	0.34922	twin
m14b.mtx.hgr.random100	203	40	0	1.07790	unconfined
msc10848.mtx.hgr.random100	203	0	55	0.00009	edge_size
msc10848.mtx.hgr.random100	203	2531	32	0.00088	node_degree_one
msc10848.mtx.hgr.random100	203	0	10645	0.01574	edge_domination
msc10848.mtx.hgr.random100	203	8133	0	0.05405	fast_node_domination
msc10848.mtx.hgr.random100	203	22	3	0.00040	node_domination
msc10848.mtx.hgr.random100	203	0	0	0.00076	twin
msc10848.mtx.hgr.random100	203	41	0	0.00112	unconfined
m14b.mtx.hgr.random100	1002	0	85	0.00245	edge_size
m14b.mtx.hgr.random100	1002	0	0	0.00302	node_degree_one
m14b.mtx.hgr.random100	1002	0	15535	0.21811	edge_domination
m14b.mtx.hgr.random100	1002	74	0	0.10435	fast_node_domination
m14b.mtx.hgr.random100	1002	34098	0	2.05530	node_domination
m14b.mtx.hgr.random100	1002	0	0	0.37818	twin
m14b.mtx.hgr.random100	1002	40	0	1.07219	unconfined
msc10848.mtx.hgr.random100	1002	0	55	0.00010	edge_size
msc10848.mtx.hgr.random100	1002	2531	32	0.00088	node_degree_one
msc10848.mtx.hgr.random100	1002	0	10645	0.01740	edge_domination
msc10848.mtx.hgr.random100	1002	8133	0	0.05230	fast_node_domination
msc10848.mtx.hgr.random100	1002	22	3	0.00048	node_domination
msc10848.mtx.hgr.random100	1002	0	0	0.00075	twin
msc10848.mtx.hgr.random100	1002	41	0	0.00112	unconfined
mult_dcop_01.mtx.hgr.random100.rendered	1	0	24059	0.00053	edge_size
mult_dcop_01.mtx.hgr.random100.rendered	1	25187	1039	0.05104	node_degree_one
mult_dcop_01.mtx.hgr.random100.rendered	1	0	89	0.00011	edge_domination
mult_dcop_01.mtx.hgr.random100.rendered	1	0	0	0.00000	fast_node_domination
mult_dcop_01.mtx.hgr.random100.rendered	1	0	0	0.00000	node_domination
mult_dcop_01.mtx.hgr.random100.rendered	1	0	0	0.00000	twin
mult_dcop_01.mtx.hgr.random100.rendered	1	0	0	0.00000	unconfined
mult_dcop_01.mtx.hgr.random100.rendered	21	0	24059	0.00052	edge_size
mult_dcop_01.mtx.hgr.random100.rendered	21	25187	1039	0.04555	node_degree_one
mult_dcop_01.mtx.hgr.random100.rendered	21	0	89	0.00010	edge_domination
mult_dcop_01.mtx.hgr.random100.rendered	21	0	0	0.00000	fast_node_domination
mult_dcop_01.mtx.hgr.random100.rendered	21	0	0	0.00000	node_domination
mult_dcop_01.mtx.hgr.random100.rendered	21	0	0	0.00000	twin
mult_dcop_01.mtx.hgr.random100.rendered	21	0	0	0.00000	unconfined
mult_dcop_01.mtx.hgr.random100.rendered	203	0	24059	0.00054	edge_size
mult_dcop_01.mtx.hgr.random100.rendered	203	25187	1039	0.04805	node_degree_one
mult_dcop_01.mtx.hgr.random100.rendered	203	0	89	0.00010	edge_domination
mult_dcop_01.mtx.hgr.random100.rendered	203	0	0	0.00000	fast_node_domination
mult_dcop_01.mtx.hgr.random100.rendered	203	0	0	0.00000	node_domination
mult_dcop_01.mtx.hgr.random100.rendered	203	0	0	0.00000	twin
mult_dcop_01.mtx.hgr.random100.rendered	203	0	0	0.00000	unconfined
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	24059	0.00055	edge_size
mult_dcop_01.mtx.hgr.random100.rendered	1002	25187	1039	0.04526	node_degree_one
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	89	0.00010	edge_domination
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	0	0.00000	fast_node_domination
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	0	0.00000	node_domination
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	0	0.00000	twin
mult_dcop_01.mtx.hgr.random100.rendered	1002	0	0	0.00000	unconfined
NotreDame_actors.mtx.hgr.random100	1	0	353309	0.02249	edge_size
NotreDame_actors.mtx.hgr.random100	1	115445	11677	0.31733	node_degree_one
NotreDame_actors.mtx.hgr.random100	1	0	3619	0.01958	edge_domination
NotreDame_actors.mtx.hgr.random100	1	479	0	0.00678	fast_node_domination
NotreDame_actors.mtx.hgr.random100	1	498	77	0.05167	node_domination
NotreDame_actors.mtx.hgr.random100	1	12	6	0.01658	twin
NotreDame_actors.mtx.hgr.random100	1	619	0	0.06768	unconfined
NotreDame_actors.mtx.hgr.random100	21	0	353309	0.02252	edge_size
NotreDame_actors.mtx.hgr.random100	21	115445	11677	0.31534	node_degree_one
NotreDame_actors.mtx.hgr.random100	21	0	3619	0.01927	edge_domination
NotreDame_actors.mtx.hgr.random100	21	479	0	0.00680	fast_node_domination
NotreDame_actors.mtx.hgr.random100	21	498	77	0.05162	node_domination
NotreDame_actors.mtx.hgr.random100	21	12	6	0.01644	twin
NotreDame_actors.mtx.hgr.random100	21	619	0	0.06807	unconfined
NotreDame_actors.mtx.hgr.random100	203	0	353309	0.02242	edge_size
NotreDame_actors.mtx.hgr.random100	203	115445	11677	0.31885	node_degree_one
NotreDame_actors.mtx.hgr.random100	203	0	3619	0.01954	edge_domination
NotreDame_actors.mtx.hgr.random100	203	479	0	0.00679	fast_node_domination
NotreDame_actors.mtx.hgr.random100	203	498	77	0.05152	node_domination
NotreDame_actors.mtx.hgr.random100	203	12	6	0.01634	twin
NotreDame_actors.mtx.hgr.random100	203	619	0	0.06824	unconfined
NotreDame_actors.mtx.hgr.random100	1002	0	353309	0.02269	edge_size
NotreDame_actors.mtx.hgr.random100	1002	115445	11677	0.34413	node_degree_one
NotreDame_actors.mtx.hgr.random100	1002	0	3619	0.01942	edge_domination
NotreDame_actors.mtx.hgr.random100	1002	479	0	0.00710	fast_node_domination
NotreDame_actors.mtx.hgr.random100	1002	498	77	0.05063	node_domination
NotreDame_actors.mtx.hgr.random100	1002	12	6	0.01641	twin
NotreDame_actors.mtx.hgr.random100	1002	619	0	0.06806	unconfined
pdb1HYS.mtx.hgr.random100	1	0	38	0.00042	edge_size
pdb1HYS.mtx.hgr.random100	1	279	5	0.00172	node_degree_one
pdb1HYS.mtx.hgr.random100	1	0	27743	0.08101	edge_domination
pdb1HYS.mtx.hgr.random100	1	27197	0	0.83430	fast_node_domination
pdb1HYS.mtx.hgr.random100	1	1748	12	0.26212	node_domination
pdb1HYS.mtx.hgr.random100	1	0	0	0.02017	twin
pdb1HYS.mtx.hgr.random100	1	294	0	0.09954	unconfined
pdb1HYS.mtx.hgr.random100	21	0	38	0.00043	edge_size
pdb1HYS.mtx.hgr.random100	21	279	5	0.00177	node_degree_one
pdb1HYS.mtx.hgr.random100	21	0	27743	0.08277	edge_domination
pdb1HYS.mtx.hgr.random100	21	27197	0	0.81752	fast_node_domination
pdb1HYS.mtx.hgr.random100	21	1748	12	0.26020	node_domination
pdb1HYS.mtx.hgr.random100	21	0	0	0.01827	twin
pdb1HYS.mtx.hgr.random100	21	294	0	0.09967	unconfined
pdb1HYS.mtx.hgr.random100	203	0	38	0.00044	edge_size
pdb1HYS.mtx.hgr.random100	203	279	5	0.00175	node_degree_one
pdb1HYS.mtx.hgr.random100	203	0	27743	0.08093	edge_domination
pdb1HYS.mtx.hgr.random100	203	27197	0	0.84404	fast_node_domination
pdb1HYS.mtx.hgr.random100	203	1748	12	0.25995	node_domination
pdb1HYS.mtx.hgr.random100	203	0	0	0.01862	twin
pdb1HYS.mtx.hgr.random100	203	294	0	0.09995	unconfined
poli3.mtx.hgr.random100	1	0	14717	0.00113	edge_size
poli3.mtx.hgr.random100	1	16949	2191	0.00588	node_degree_one
poli3.mtx.hgr.random100	1	0	45	0.00015	edge_domination
poli3.mtx.hgr.random100	1	0	0	0.00015	fast_node_domination
poli3.mtx.hgr.random100	1	6	2	0.00012	node_domination
poli3.mtx.hgr.random100	1	0	0	0.00000	twin
poli3.mtx.hgr.random100	1	0	0	0.00000	unconfined
pdb1HYS.mtx.hgr.random100	1002	0	38	0.00077	edge_size
pdb1HYS.mtx.hgr.random100	1002	279	5	0.00166	node_degree_one
pdb1HYS.mtx.hgr.random100	1002	0	27743	0.08229	edge_domination
pdb1HYS.mtx.hgr.random100	1002	27197	0	0.83487	fast_node_domination
pdb1HYS.mtx.hgr.random100	1002	1748	12	0.26065	node_domination
pdb1HYS.mtx.hgr.random100	1002	0	0	0.02019	twin
pdb1HYS.mtx.hgr.random100	1002	294	0	0.09999	unconfined
poli3.mtx.hgr.random100	21	0	14717	0.00094	edge_size
poli3.mtx.hgr.random100	21	16949	2191	0.00491	node_degree_one
poli3.mtx.hgr.random100	21	0	45	0.00013	edge_domination
poli3.mtx.hgr.random100	21	0	0	0.00012	fast_node_domination
poli3.mtx.hgr.random100	21	6	2	0.00010	node_domination
poli3.mtx.hgr.random100	21	0	0	0.00000	twin
poli3.mtx.hgr.random100	21	0	0	0.00000	unconfined
poli3.mtx.hgr.random100	203	0	14717	0.00101	edge_size
poli3.mtx.hgr.random100	203	16949	2191	0.00502	node_degree_one
poli3.mtx.hgr.random100	203	0	45	0.00014	edge_domination
poli3.mtx.hgr.random100	203	0	0	0.00013	fast_node_domination
poli3.mtx.hgr.random100	203	6	2	0.00011	node_domination
poli3.mtx.hgr.random100	203	0	0	0.00000	twin
poli3.mtx.hgr.random100	203	0	0	0.00000	unconfined
poli3.mtx.hgr.random100	1002	0	14717	0.00095	edge_size
poli3.mtx.hgr.random100	1002	16949	2191	0.00491	node_degree_one
poli3.mtx.hgr.random100	1002	0	45	0.00013	edge_domination
poli3.mtx.hgr.random100	1002	0	0	0.00012	fast_node_domination
poli3.mtx.hgr.random100	1002	6	2	0.00010	node_domination
poli3.mtx.hgr.random100	1002	0	0	0.00000	twin
poli3.mtx.hgr.random100	1002	0	0	0.00000	unconfined
psse2.mtx.hgr.random100	1	0	1210	0.00044	edge_size
psse2.mtx.hgr.random100	1	10797	2812	0.00342	node_degree_one
psse2.mtx.hgr.random100	1	0	24544	0.00707	edge_domination
psse2.mtx.hgr.random100	1	68	0	0.00018	fast_node_domination
psse2.mtx.hgr.random100	1	81	32	0.00020	node_domination
psse2.mtx.hgr.random100	1	36	18	0.00108	twin
psse2.mtx.hgr.random100	1	28	0	0.00111	unconfined
psse2.mtx.hgr.random100	21	0	1210	0.00053	edge_size
psse2.mtx.hgr.random100	21	10797	2812	0.00345	node_degree_one
psse2.mtx.hgr.random100	21	0	24544	0.00722	edge_domination
psse2.mtx.hgr.random100	21	68	0	0.00018	fast_node_domination
psse2.mtx.hgr.random100	21	81	32	0.00015	node_domination
psse2.mtx.hgr.random100	21	36	18	0.00074	twin
psse2.mtx.hgr.random100	21	28	0	0.00077	unconfined
psse2.mtx.hgr.random100	203	0	1210	0.00043	edge_size
psse2.mtx.hgr.random100	203	10797	2812	0.00341	node_degree_one
psse2.mtx.hgr.random100	203	0	24544	0.00699	edge_domination
psse2.mtx.hgr.random100	203	68	0	0.00016	fast_node_domination
psse2.mtx.hgr.random100	203	81	32	0.00013	node_domination
psse2.mtx.hgr.random100	203	36	18	0.00075	twin
psse2.mtx.hgr.random100	203	28	0	0.00076	unconfined
psse2.mtx.hgr.random100	1002	0	1210	0.00042	edge_size
psse2.mtx.hgr.random100	1002	10797	2812	0.00332	node_degree_one
psse2.mtx.hgr.random100	1002	0	24544	0.00696	edge_domination
psse2.mtx.hgr.random100	1002	68	0	0.00011	fast_node_domination
psse2.mtx.hgr.random100	1002	81	32	0.00013	node_domination
psse2.mtx.hgr.random100	1002	36	18	0.00075	twin
psse2.mtx.hgr.random100	1002	28	0	0.00076	unconfined
rgg_n_2_18_s0.mtx.hgr.random100	1	0	3388	0.00389	edge_size
rgg_n_2_18_s0.mtx.hgr.random100	1	655	172	0.00896	node_degree_one
rgg_n_2_18_s0.mtx.hgr.random100	1	0	87038	0.24190	edge_domination
rgg_n_2_18_s0.mtx.hgr.random100	1	1076	0	0.07519	fast_node_domination
rgg_n_2_18_s0.mtx.hgr.random100	1	100043	340	1.11647	node_domination
rgg_n_2_18_s0.mtx.hgr.random100	1	4	2	0.13755	twin
rgg_n_2_18_s0.mtx.hgr.random100	1	10044	0	0.61912	unconfined
rgg_n_2_18_s0.mtx.hgr.random100	21	0	3388	0.00392	edge_size
rgg_n_2_18_s0.mtx.hgr.random100	21	655	172	0.00892	node_degree_one
rgg_n_2_18_s0.mtx.hgr.random100	21	0	87038	0.24045	edge_domination
rgg_n_2_18_s0.mtx.hgr.random100	21	1076	0	0.07509	fast_node_domination
rgg_n_2_18_s0.mtx.hgr.random100	21	100043	340	1.11266	node_domination
rgg_n_2_18_s0.mtx.hgr.random100	21	4	2	0.13301	twin
rgg_n_2_18_s0.mtx.hgr.random100	21	10044	0	0.61956	unconfined
sat14_6s11-opt.cnf.hgr.random100	1	0	73086	0.00205	edge_size
sat14_6s11-opt.cnf.hgr.random100	1	48391	17380	0.01594	node_degree_one
sat14_6s11-opt.cnf.hgr.random100	1	0	3	0.00728	edge_domination
sat14_6s11-opt.cnf.hgr.random100	1	8	0	0.00495	fast_node_domination
sat14_6s11-opt.cnf.hgr.random100	1	4287	1440	0.02423	node_domination
sat14_6s11-opt.cnf.hgr.random100	1	252	95	0.00754	twin
sat14_6s11-opt.cnf.hgr.random100	1	9260	0	0.02879	unconfined
rgg_n_2_18_s0.mtx.hgr.random100	203	0	3388	0.00394	edge_size
rgg_n_2_18_s0.mtx.hgr.random100	203	655	172	0.00869	node_degree_one
rgg_n_2_18_s0.mtx.hgr.random100	203	0	87038	0.23833	edge_domination
rgg_n_2_18_s0.mtx.hgr.random100	203	1076	0	0.07529	fast_node_domination
rgg_n_2_18_s0.mtx.hgr.random100	203	100043	340	1.11535	node_domination
rgg_n_2_18_s0.mtx.hgr.random100	203	4	2	0.13201	twin
rgg_n_2_18_s0.mtx.hgr.random100	203	10044	0	0.61922	unconfined
sat14_6s11-opt.cnf.hgr.random100	21	0	73086	0.00205	edge_size
sat14_6s11-opt.cnf.hgr.random100	21	48391	17380	0.01557	node_degree_one
sat14_6s11-opt.cnf.hgr.random100	21	0	3	0.00712	edge_domination
sat14_6s11-opt.cnf.hgr.random100	21	8	0	0.00497	fast_node_domination
sat14_6s11-opt.cnf.hgr.random100	21	4287	1440	0.02449	node_domination
sat14_6s11-opt.cnf.hgr.random100	21	252	95	0.00731	twin
sat14_6s11-opt.cnf.hgr.random100	21	9260	0	0.02860	unconfined
rgg_n_2_18_s0.mtx.hgr.random100	1002	0	3388	0.00389	edge_size
rgg_n_2_18_s0.mtx.hgr.random100	1002	655	172	0.00872	node_degree_one
rgg_n_2_18_s0.mtx.hgr.random100	1002	0	87038	0.23714	edge_domination
rgg_n_2_18_s0.mtx.hgr.random100	1002	1076	0	0.07404	fast_node_domination
rgg_n_2_18_s0.mtx.hgr.random100	1002	100043	340	1.11515	node_domination
rgg_n_2_18_s0.mtx.hgr.random100	1002	4	2	0.13566	twin
rgg_n_2_18_s0.mtx.hgr.random100	1002	10044	0	0.61976	unconfined
sat14_6s11-opt.cnf.hgr.random100	203	0	73086	0.00202	edge_size
sat14_6s11-opt.cnf.hgr.random100	203	48391	17380	0.01573	node_degree_one
sat14_6s11-opt.cnf.hgr.random100	203	0	3	0.00719	edge_domination
sat14_6s11-opt.cnf.hgr.random100	203	8	0	0.00490	fast_node_domination
sat14_6s11-opt.cnf.hgr.random100	203	4287	1440	0.02391	node_domination
sat14_6s11-opt.cnf.hgr.random100	203	252	95	0.00728	twin
sat14_6s11-opt.cnf.hgr.random100	203	9260	0	0.02846	unconfined
sat14_6s11-opt.cnf.hgr.random100	1002	0	73086	0.00208	edge_size
sat14_6s11-opt.cnf.hgr.random100	1002	48391	17380	0.01532	node_degree_one
sat14_6s11-opt.cnf.hgr.random100	1002	0	3	0.00704	edge_domination
sat14_6s11-opt.cnf.hgr.random100	1002	8	0	0.00488	fast_node_domination
sat14_6s11-opt.cnf.hgr.random100	1002	4287	1440	0.02429	node_domination
sat14_6s11-opt.cnf.hgr.random100	1002	252	95	0.00725	twin
sat14_6s11-opt.cnf.hgr.random100	1002	9260	0	0.02847	unconfined
sat14_6s12.cnf.hgr.random100	1	0	74200	0.00183	edge_size
sat14_6s12.cnf.hgr.random100	1	39182	11141	0.01103	node_degree_one
sat14_6s12.cnf.hgr.random100	1	0	9	0.00742	edge_domination
sat14_6s12.cnf.hgr.random100	1	25	0	0.00517	fast_node_domination
sat14_6s12.cnf.hgr.random100	1	3101	1029	0.02329	node_domination
sat14_6s12.cnf.hgr.random100	1	113	51	0.01041	twin
sat14_6s12.cnf.hgr.random100	1	15285	0	0.11185	unconfined
sat14_6s12.cnf.hgr.random100	21	0	74200	0.00181	edge_size
sat14_6s12.cnf.hgr.random100	21	39182	11141	0.01129	node_degree_one
sat14_6s12.cnf.hgr.random100	21	0	9	0.00738	edge_domination
sat14_6s12.cnf.hgr.random100	21	25	0	0.00518	fast_node_domination
sat14_6s12.cnf.hgr.random100	21	3101	1029	0.02349	node_domination
sat14_6s12.cnf.hgr.random100	21	113	51	0.01013	twin
sat14_6s12.cnf.hgr.random100	21	15285	0	0.11161	unconfined
sat14_6s12.cnf.hgr.random100	203	0	74200	0.00180	edge_size
sat14_6s12.cnf.hgr.random100	203	39182	11141	0.01087	node_degree_one
sat14_6s12.cnf.hgr.random100	203	0	9	0.00728	edge_domination
sat14_6s12.cnf.hgr.random100	203	25	0	0.00513	fast_node_domination
sat14_6s12.cnf.hgr.random100	203	3101	1029	0.02329	node_domination
sat14_6s12.cnf.hgr.random100	203	113	51	0.01026	twin
sat14_6s12.cnf.hgr.random100	203	15285	0	0.11320	unconfined
sat14_6s12.cnf.hgr.random100	1002	0	74200	0.00184	edge_size
sat14_6s12.cnf.hgr.random100	1002	39182	11141	0.01105	node_degree_one
sat14_6s12.cnf.hgr.random100	1002	0	9	0.00744	edge_domination
sat14_6s12.cnf.hgr.random100	1002	25	0	0.00526	fast_node_domination
sat14_6s12.cnf.hgr.random100	1002	3101	1029	0.02333	node_domination
sat14_6s12.cnf.hgr.random100	1002	113	51	0.01063	twin
sat14_6s12.cnf.hgr.random100	1002	15285	0	0.11378	unconfined
sat14_6s130-opt.cnf.hgr.random100	1	0	108927	0.00303	edge_size
sat14_6s130-opt.cnf.hgr.random100	1	73859	26276	0.02707	node_degree_one
sat14_6s130-opt.cnf.hgr.random100	1	0	15	0.01139	edge_domination
sat14_6s130-opt.cnf.hgr.random100	1	47	0	0.00799	fast_node_domination
sat14_6s130-opt.cnf.hgr.random100	1	5679	1914	0.03941	node_domination
sat14_6s130-opt.cnf.hgr.random100	1	434	154	0.01094	twin
sat14_6s130-opt.cnf.hgr.random100	1	13012	0	0.04829	unconfined
sat14_6s130-opt.cnf.hgr.random100	21	0	108927	0.00302	edge_size
sat14_6s130-opt.cnf.hgr.random100	21	73859	26276	0.02698	node_degree_one
sat14_6s130-opt.cnf.hgr.random100	21	0	15	0.01136	edge_domination
sat14_6s130-opt.cnf.hgr.random100	21	47	0	0.00799	fast_node_domination
sat14_6s130-opt.cnf.hgr.random100	21	5679	1914	0.03928	node_domination
sat14_6s130-opt.cnf.hgr.random100	21	434	154	0.01087	twin
sat14_6s130-opt.cnf.hgr.random100	21	13012	0	0.04875	unconfined
sat14_6s130-opt.cnf.hgr.random100	203	0	108927	0.00302	edge_size
sat14_6s130-opt.cnf.hgr.random100	203	73859	26276	0.02755	node_degree_one
sat14_6s130-opt.cnf.hgr.random100	203	0	15	0.01145	edge_domination
sat14_6s130-opt.cnf.hgr.random100	203	47	0	0.00811	fast_node_domination
sat14_6s130-opt.cnf.hgr.random100	203	5679	1914	0.04001	node_domination
sat14_6s130-opt.cnf.hgr.random100	203	434	154	0.01115	twin
