graph	algo	n	m	e	rn	rm	re	offset	time	seed	mem
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	1.12616	21	293888
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	1.12120	203	293888
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	reduce8	315617	1522583	2.89	222727	589405	3.10	31653	1.12554	1002	293888
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.63776	1	494592
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.64154	21	494592
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.66191	203	494592
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	reduce8	973984	2456708	2.91	122810	404702	2.22	439447	8.61676	1002	494592
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	4.75824	1	775168
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	4.75913	21	775168
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	4.76518	203	775168
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1213331	4754042	2.51	378400	394676	2.47	317228	4.73471	1002	775168
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	10.25739	1	1385472
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	10.26270	21	1385472
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	10.28324	203	1385472
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	reduce8	2712808	5395102	2.51	1462872	2666468	2.19	528770	10.12607	1002	1385472
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	6.02835	1	979968
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	6.02380	21	979968
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.89028	1	56320
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	5.96058	203	979968
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	reduce8	1540071	6036162	2.51	481040	501756	2.47	402188	6.01896	1002	979968
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.89729	21	56320
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.88609	203	56320
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	reduce8	94998	302862	2.45	0	0	0.00	32017	0.87910	1002	56320
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.74702	1	217088
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.75482	21	217088
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.73251	203	217088
sat14_UCG-15-10p1.cnf.hgr.random100	reduce8	400006	1019221	2.39	55167	229689	2.69	127051	0.73700	1002	217088
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72406	1	192512
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72217	21	192512
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.73445	203	192512
sat14_UCG-15-10p1.cnf.primal.hgr.random100	reduce8	200003	1019221	2.39	155379	273436	2.85	703	0.72868	1002	192512
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.03059	1	9216
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02164	21	8192
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02617	203	9216
shermanACb.mtx.hgr.random100.rendered	reduce8	18510	18510	7.84	0	0	0.00	1912	0.02745	1002	9216
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	0.47831	1	64512
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	0.47117	21	64512
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	0.47250	203	64512
ship_001.mtx.hgr.random100	reduce8	34920	34920	133.00	3133	1505	16.39	7	0.47321	1002	64512
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	7.73541	1	314868
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.20190	1	43008
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.19507	21	43008
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	8.21081	21	314864
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.20092	203	43008
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	7.96076	203	314164
soc-sign-epinions.mtx.hgr.random100	reduce8	131828	95318	8.83	0	0	0.00	70473	0.20020	1002	43008
sls.mtx.hgr.random100	reduce8	62729	1748122	3.89	60640	1362532	2.00	1429	7.83789	1002	314864
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.30815	1	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.29781	21	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.29262	203	29696
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	reduce8	30798	30798	58.49	0	0	0.00	7556	0.29813	1002	29696
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	0.74167	1	88064
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	0.73715	21	88064
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	0.73661	203	88064
xenon2.mtx.hgr.random100	reduce8	157464	157464	24.56	51656	58247	7.89	99	0.73847	1002	88064
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	205.55734	1	2345984
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	204.15046	203	2345984
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	205.34427	21	2345984
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	reduce8	1607567	276895	15.61	664448	124761	10.82	77182	207.36065	1002	2345984
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	201.20219	1	2330624
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	198.56032	1002	2330624
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	200.62198	21	2330624
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	reduce8	1575975	266199	15.93	661681	122512	10.96	73900	200.61716	203	2330624
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	513.97041	1	1861856
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	513.17329	21	1861860
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	520.79487	203	1861856
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	521.85507	1002	1860832
