graph	algo	n	m	e	rn	rm	re	offset	time	seed
bips07_1998.mtx.hgr.random100	reduce12	15066	15066	4.13	62	62	2.00	5328	0.00931	21
bips07_1998.mtx.hgr.random100	reduce13	15066	15066	4.13	68	68	2.00	5325	0.01770	21
bips07_1998.mtx.hgr.random100	reduce14	15066	15066	4.13	62	62	2.00	5328	0.00856	21
bips07_1998.mtx.hgr.random100	reduce15	15066	15066	4.13	459	448	2.83	5197	0.00852	21
bips07_1998.mtx.hgr.random100	reduce1	15066	15066	4.13	15066	13549	4.48	0	0.00480	203
bips07_1998.mtx.hgr.random100	reduce2	15066	15066	4.13	12452	11977	4.71	1690	0.00487	203
bips07_1998.mtx.hgr.random100	reduce3	15066	15066	4.13	15066	10380	4.55	0	0.00381	203
bips07_1998.mtx.hgr.random100	reduce4	15066	15066	4.13	3994	3585	3.47	3346	0.00624	203
bips07_1998.mtx.hgr.random100	reduce5	15066	15066	4.13	7296	8023	2.25	1434	0.01008	203
bips07_1998.mtx.hgr.random100	reduce6	15066	15066	4.13	12238	11822	4.66	1750	0.01727	203
bips07_1998.mtx.hgr.random100	reduce7	15066	15066	4.13	5415	122	2.00	0	0.02000	203
bips07_1998.mtx.hgr.random100	reduce8	15066	15066	4.13	62	62	2.00	5328	0.01755	203
bips07_1998.mtx.hgr.random100	reduce9	15066	15066	4.13	62	62	2.00	5328	0.01695	203
bips07_1998.mtx.hgr.random100	reduce10	15066	15066	4.13	62	62	2.00	5328	0.01923	203
bips07_1998.mtx.hgr.random100	reduce11	15066	15066	4.13	62	72	2.00	5328	0.01805	203
bips07_1998.mtx.hgr.random100	reduce12	15066	15066	4.13	62	62	2.00	5328	0.01665	203
bips07_1998.mtx.hgr.random100	reduce13	15066	15066	4.13	68	68	2.00	5325	0.01844	203
bips07_1998.mtx.hgr.random100	reduce14	15066	15066	4.13	62	62	2.00	5328	0.00867	203
bips07_1998.mtx.hgr.random100	reduce15	15066	15066	4.13	459	448	2.83	5197	0.01607	203
bips07_1998.mtx.hgr.random100	reduce1	15066	15066	4.13	15066	13549	4.48	0	0.00462	1002
bips07_1998.mtx.hgr.random100	reduce2	15066	15066	4.13	12452	11977	4.71	1690	0.00483	1002
bips07_1998.mtx.hgr.random100	reduce3	15066	15066	4.13	15066	10380	4.55	0	0.00382	1002
bips07_1998.mtx.hgr.random100	reduce4	15066	15066	4.13	3994	3585	3.47	3346	0.00629	1002
bips07_1998.mtx.hgr.random100	reduce5	15066	15066	4.13	7296	8023	2.25	1434	0.01733	1002
bips07_1998.mtx.hgr.random100	reduce6	15066	15066	4.13	12238	11822	4.66	1750	0.01043	1002
bips07_1998.mtx.hgr.random100	reduce7	15066	15066	4.13	5415	122	2.00	0	0.01975	1002
bips07_1998.mtx.hgr.random100	reduce8	15066	15066	4.13	62	62	2.00	5328	0.01722	1002
bips07_1998.mtx.hgr.random100	reduce9	15066	15066	4.13	62	62	2.00	5328	0.01653	1002
bips07_1998.mtx.hgr.random100	reduce10	15066	15066	4.13	62	62	2.00	5328	0.01181	1002
bips07_1998.mtx.hgr.random100	reduce11	15066	15066	4.13	62	72	2.00	5328	0.01626	1002
bips07_1998.mtx.hgr.random100	reduce12	15066	15066	4.13	62	62	2.00	5328	0.01678	1002
bips07_1998.mtx.hgr.random100	reduce13	15066	15066	4.13	68	68	2.00	5325	0.01763	1002
bips07_1998.mtx.hgr.random100	reduce14	15066	15066	4.13	62	62	2.00	5328	0.00863	1002
bips07_1998.mtx.hgr.random100	reduce15	15066	15066	4.13	459	448	2.83	5197	0.01592	1002
bloweya.mtx.hgr.random100	reduce1	30004	30004	5.00	30004	30004	5.00	0	0.00889	1
bloweya.mtx.hgr.random100	reduce2	30004	30004	5.00	30004	30004	5.00	0	0.00920	1
bloweya.mtx.hgr.random100	reduce3	30004	30004	5.00	30004	10002	9.00	0	0.01030	1
bloweya.mtx.hgr.random100	reduce4	30004	30004	5.00	0	0	0.00	10001	0.23224	1
bloweya.mtx.hgr.random100	reduce5	30004	30004	5.00	10002	10001	2.00	0	2.83668	1
bloweya.mtx.hgr.random100	reduce8	30004	30004	5.00	0	0	0.00	10001	0.36188	1
bloweya.mtx.hgr.random100	reduce9	30004	30004	5.00	0	0	0.00	10001	0.32450	1
bloweya.mtx.hgr.random100	reduce7	30004	30004	5.00	10001	0	0.00	0	4.41621	1
bloweya.mtx.hgr.random100	reduce10	30004	30004	5.00	0	0	0.00	10001	0.40631	1
bloweya.mtx.hgr.random100	reduce11	30004	30004	5.00	0	0	0.00	10001	0.39832	1
bloweya.mtx.hgr.random100	reduce6	30004	30004	5.00	30004	30004	5.00	0	6.60395	1
bloweya.mtx.hgr.random100	reduce12	30004	30004	5.00	0	0	0.00	10001	0.41422	1
bloweya.mtx.hgr.random100	reduce13	30004	30004	5.00	0	0	0.00	10001	0.33963	1
bloweya.mtx.hgr.random100	reduce14	30004	30004	5.00	0	0	0.00	10001	0.35220	1
bloweya.mtx.hgr.random100	reduce15	30004	30004	5.00	0	0	0.00	10001	0.33724	1
bloweya.mtx.hgr.random100	reduce1	30004	30004	5.00	30004	30004	5.00	0	0.00889	21
bloweya.mtx.hgr.random100	reduce2	30004	30004	5.00	30004	30004	5.00	0	0.00492	21
bloweya.mtx.hgr.random100	reduce3	30004	30004	5.00	30004	10002	9.00	0	0.00554	21
bloweya.mtx.hgr.random100	reduce4	30004	30004	5.00	0	0	0.00	10001	0.23767	21
bloweya.mtx.hgr.random100	reduce5	30004	30004	5.00	10002	10001	2.00	0	2.83728	21
bloweya.mtx.hgr.random100	reduce8	30004	30004	5.00	0	0	0.00	10001	0.36656	21
bloweya.mtx.hgr.random100	reduce9	30004	30004	5.00	0	0	0.00	10001	0.32803	21
bloweya.mtx.hgr.random100	reduce10	30004	30004	5.00	0	0	0.00	10001	0.39297	21
bloweya.mtx.hgr.random100	reduce7	30004	30004	5.00	10001	0	0.00	0	4.40520	21
bloweya.mtx.hgr.random100	reduce11	30004	30004	5.00	0	0	0.00	10001	0.42158	21
bloweya.mtx.hgr.random100	reduce12	30004	30004	5.00	0	0	0.00	10001	0.34084	21
bloweya.mtx.hgr.random100	reduce6	30004	30004	5.00	30004	30004	5.00	0	6.47336	21
bloweya.mtx.hgr.random100	reduce13	30004	30004	5.00	0	0	0.00	10001	0.40507	21
bloweya.mtx.hgr.random100	reduce14	30004	30004	5.00	0	0	0.00	10001	0.37719	21
bloweya.mtx.hgr.random100	reduce15	30004	30004	5.00	0	0	0.00	10001	0.33818	21
bloweya.mtx.hgr.random100	reduce1	30004	30004	5.00	30004	30004	5.00	0	0.00493	203
bloweya.mtx.hgr.random100	reduce2	30004	30004	5.00	30004	30004	5.00	0	0.00899	203
bloweya.mtx.hgr.random100	reduce3	30004	30004	5.00	30004	10002	9.00	0	0.01043	203
bloweya.mtx.hgr.random100	reduce4	30004	30004	5.00	0	0	0.00	10001	0.23833	203
bloweya.mtx.hgr.random100	reduce5	30004	30004	5.00	10002	10001	2.00	0	2.85792	203
bloweya.mtx.hgr.random100	reduce8	30004	30004	5.00	0	0	0.00	10001	0.35884	203
bloweya.mtx.hgr.random100	reduce9	30004	30004	5.00	0	0	0.00	10001	0.32311	203
bloweya.mtx.hgr.random100	reduce7	30004	30004	5.00	10001	0	0.00	0	4.41680	203
bloweya.mtx.hgr.random100	reduce10	30004	30004	5.00	0	0	0.00	10001	0.39460	203
bloweya.mtx.hgr.random100	reduce11	30004	30004	5.00	0	0	0.00	10001	0.41965	203
bloweya.mtx.hgr.random100	reduce6	30004	30004	5.00	30004	30004	5.00	0	6.63170	203
bloweya.mtx.hgr.random100	reduce12	30004	30004	5.00	0	0	0.00	10001	0.37261	203
bloweya.mtx.hgr.random100	reduce13	30004	30004	5.00	0	0	0.00	10001	0.34418	203
bloweya.mtx.hgr.random100	reduce14	30004	30004	5.00	0	0	0.00	10001	0.39160	203
bloweya.mtx.hgr.random100	reduce15	30004	30004	5.00	0	0	0.00	10001	0.33994	203
bloweya.mtx.hgr.random100	reduce1	30004	30004	5.00	30004	30004	5.00	0	0.00501	1002
bloweya.mtx.hgr.random100	reduce2	30004	30004	5.00	30004	30004	5.00	0	0.00893	1002
bloweya.mtx.hgr.random100	reduce3	30004	30004	5.00	30004	10002	9.00	0	0.01003	1002
bloweya.mtx.hgr.random100	reduce4	30004	30004	5.00	0	0	0.00	10001	0.23233	1002
bloweya.mtx.hgr.random100	reduce5	30004	30004	5.00	10002	10001	2.00	0	2.85930	1002
bloweya.mtx.hgr.random100	reduce8	30004	30004	5.00	0	0	0.00	10001	0.36186	1002
bloweya.mtx.hgr.random100	reduce9	30004	30004	5.00	0	0	0.00	10001	0.32430	1002
bloweya.mtx.hgr.random100	reduce10	30004	30004	5.00	0	0	0.00	10001	0.41107	1002
bloweya.mtx.hgr.random100	reduce11	30004	30004	5.00	0	0	0.00	10001	0.42391	1002
bloweya.mtx.hgr.random100	reduce7	30004	30004	5.00	10001	0	0.00	0	4.43647	1002
bloweya.mtx.hgr.random100	reduce6	30004	30004	5.00	30004	30004	5.00	0	6.63200	1002
bloweya.mtx.hgr.random100	reduce12	30004	30004	5.00	0	0	0.00	10001	0.34054	1002
bloweya.mtx.hgr.random100	reduce13	30004	30004	5.00	0	0	0.00	10001	0.34104	1002
bloweya.mtx.hgr.random100	reduce14	30004	30004	5.00	0	0	0.00	10001	0.33811	1002
bloweya.mtx.hgr.random100	reduce15	30004	30004	5.00	0	0	0.00	10001	0.33932	1002
c-64.mtx.hgr.random100	reduce1	51035	51035	14.07	51035	51035	14.07	0	0.01936	1
c-64.mtx.hgr.random100	reduce2	51035	51035	14.07	51035	51035	14.07	0	0.02000	1
c-64.mtx.hgr.random100	reduce3	51035	51035	14.07	51035	28460	23.64	0	0.02359	1
c-64.mtx.hgr.random100	reduce4	51035	51035	14.07	44	78	2.87	22589	2.77754	1
c-64.mtx.hgr.random100	reduce8	51035	51035	14.07	0	0	0.00	22600	4.50251	1
c-64.mtx.hgr.random100	reduce9	51035	51035	14.07	0	0	0.00	22600	3.82343	1
c-64.mtx.hgr.random100	reduce6	51035	51035	14.07	51035	51035	14.07	0	8.47063	1
c-64.mtx.hgr.random100	reduce10	51035	51035	14.07	0	0	0.00	22600	4.49220	1
c-64.mtx.hgr.random100	reduce11	51035	51035	14.07	0	0	0.00	22600	4.78188	1
c-64.mtx.hgr.random100	reduce1	51035	51035	14.07	51035	51035	14.07	0	0.01954	21
c-64.mtx.hgr.random100	reduce12	51035	51035	14.07	0	0	0.00	22600	4.32446	1
c-64.mtx.hgr.random100	reduce13	51035	51035	14.07	0	0	0.00	22600	4.33943	1
c-64.mtx.hgr.random100	reduce2	51035	51035	14.07	51035	51035	14.07	0	0.02015	21
c-64.mtx.hgr.random100	reduce14	51035	51035	14.07	0	0	0.00	22600	4.39247	1
c-64.mtx.hgr.random100	reduce3	51035	51035	14.07	51035	28460	23.64	0	0.02391	21
c-64.mtx.hgr.random100	reduce15	51035	51035	14.07	0	0	0.00	22600	4.37603	1
c-64.mtx.hgr.random100	reduce4	51035	51035	14.07	44	78	2.87	22589	2.77918	21
c-64.mtx.hgr.random100	reduce8	51035	51035	14.07	0	0	0.00	22600	4.34450	21
c-64.mtx.hgr.random100	reduce9	51035	51035	14.07	0	0	0.00	22600	3.84874	21
c-64.mtx.hgr.random100	reduce10	51035	51035	14.07	0	0	0.00	22600	4.50409	21
c-64.mtx.hgr.random100	reduce6	51035	51035	14.07	51035	51035	14.07	0	8.68515	21
c-64.mtx.hgr.random100	reduce11	51035	51035	14.07	0	0	0.00	22600	4.67164	21
c-64.mtx.hgr.random100	reduce12	51035	51035	14.07	0	0	0.00	22600	3.97978	21
c-64.mtx.hgr.random100	reduce1	51035	51035	14.07	51035	51035	14.07	0	0.01919	203
c-64.mtx.hgr.random100	reduce13	51035	51035	14.07	0	0	0.00	22600	3.97467	21
c-64.mtx.hgr.random100	reduce2	51035	51035	14.07	51035	51035	14.07	0	0.01961	203
c-64.mtx.hgr.random100	reduce14	51035	51035	14.07	0	0	0.00	22600	3.97846	21
c-64.mtx.hgr.random100	reduce3	51035	51035	14.07	51035	28460	23.64	0	0.02415	203
c-64.mtx.hgr.random100	reduce15	51035	51035	14.07	0	0	0.00	22600	3.96917	21
c-64.mtx.hgr.random100	reduce4	51035	51035	14.07	44	78	2.87	22589	2.78347	203
c-64.mtx.hgr.random100	reduce8	51035	51035	14.07	0	0	0.00	22600	4.32960	203
c-64.mtx.hgr.random100	reduce9	51035	51035	14.07	0	0	0.00	22600	4.13094	203
c-64.mtx.hgr.random100	reduce6	51035	51035	14.07	51035	51035	14.07	0	8.49930	203
c-64.mtx.hgr.random100	reduce10	51035	51035	14.07	0	0	0.00	22600	4.51372	203
c-64.mtx.hgr.random100	reduce11	51035	51035	14.07	0	0	0.00	22600	4.70379	203
c-64.mtx.hgr.random100	reduce1	51035	51035	14.07	51035	51035	14.07	0	0.01982	1002
c-64.mtx.hgr.random100	reduce12	51035	51035	14.07	0	0	0.00	22600	4.39884	203
c-64.mtx.hgr.random100	reduce13	51035	51035	14.07	0	0	0.00	22600	3.99590	203
c-64.mtx.hgr.random100	reduce2	51035	51035	14.07	51035	51035	14.07	0	0.02079	1002
c-64.mtx.hgr.random100	reduce14	51035	51035	14.07	0	0	0.00	22600	4.20150	203
c-64.mtx.hgr.random100	reduce3	51035	51035	14.07	51035	28460	23.64	0	0.02416	1002
c-64.mtx.hgr.random100	reduce15	51035	51035	14.07	0	0	0.00	22600	4.10325	203
c-64.mtx.hgr.random100	reduce4	51035	51035	14.07	44	78	2.87	22589	2.97450	1002
c-64.mtx.hgr.random100	reduce8	51035	51035	14.07	0	0	0.00	22600	4.26922	1002
c-64.mtx.hgr.random100	reduce9	51035	51035	14.07	0	0	0.00	22600	4.16719	1002
c-64.mtx.hgr.random100	reduce10	51035	51035	14.07	0	0	0.00	22600	4.72832	1002
c-64.mtx.hgr.random100	reduce6	51035	51035	14.07	51035	51035	14.07	0	8.75196	1002
c-64.mtx.hgr.random100	reduce11	51035	51035	14.07	0	0	0.00	22600	4.68815	1002
ca-CondMat.mtx.hgr.random100	reduce1	23133	23133	8.08	23133	20760	8.89	0	0.01539	1
c-64.mtx.hgr.random100	reduce12	51035	51035	14.07	0	0	0.00	22600	4.18881	1002
ca-CondMat.mtx.hgr.random100	reduce2	23133	23133	8.08	8110	9246	5.21	2523	0.02090	1
c-64.mtx.hgr.random100	reduce13	51035	51035	14.07	0	0	0.00	22600	4.28358	1002
c-64.mtx.hgr.random100	reduce14	51035	51035	14.07	0	0	0.00	22600	4.00487	1002
ca-CondMat.mtx.hgr.random100	reduce3	23133	23133	8.08	23133	18554	9.53	0	0.02148	1
ca-CondMat.mtx.hgr.random100	reduce4	23133	23133	8.08	4743	5204	4.14	2470	0.04139	1
c-64.mtx.hgr.random100	reduce15	51035	51035	14.07	0	0	0.00	22600	4.26978	1002
ca-CondMat.mtx.hgr.random100	reduce5	23133	23133	8.08	4124	3667	2.06	1781	0.17134	1
ca-CondMat.mtx.hgr.random100	reduce6	23133	23133	8.08	8062	9246	5.21	2571	0.20108	1
ca-CondMat.mtx.hgr.random100	reduce7	23133	23133	8.08	4057	0	0.00	0	0.32270	1
ca-CondMat.mtx.hgr.random100	reduce8	23133	23133	8.08	0	0	0.00	4057	0.03358	1
ca-CondMat.mtx.hgr.random100	reduce9	23133	23133	8.08	0	0	0.00	4057	0.03216	1
ca-CondMat.mtx.hgr.random100	reduce10	23133	23133	8.08	0	0	0.00	4057	0.05655	1
ca-CondMat.mtx.hgr.random100	reduce11	23133	23133	8.08	0	0	0.00	4057	0.03530	1
ca-CondMat.mtx.hgr.random100	reduce12	23133	23133	8.08	0	0	0.00	4057	0.03277	1
ca-CondMat.mtx.hgr.random100	reduce13	23133	23133	8.08	0	0	0.00	4057	0.03308	1
ca-CondMat.mtx.hgr.random100	reduce14	23133	23133	8.08	0	0	0.00	4057	0.03129	1
ca-CondMat.mtx.hgr.random100	reduce15	23133	23133	8.08	0	0	0.00	4057	0.03056	1
ca-CondMat.mtx.hgr.random100	reduce1	23133	23133	8.08	23133	20760	8.89	0	0.00900	21
ca-CondMat.mtx.hgr.random100	reduce2	23133	23133	8.08	8110	9246	5.21	2523	0.02276	21
ca-CondMat.mtx.hgr.random100	reduce3	23133	23133	8.08	23133	18554	9.53	0	0.02029	21
ca-CondMat.mtx.hgr.random100	reduce4	23133	23133	8.08	4743	5204	4.14	2470	0.04116	21
ca-CondMat.mtx.hgr.random100	reduce5	23133	23133	8.08	4124	3667	2.06	1781	0.16883	21
ca-CondMat.mtx.hgr.random100	reduce6	23133	23133	8.08	8062	9246	5.21	2571	0.19439	21
ca-CondMat.mtx.hgr.random100	reduce7	23133	23133	8.08	4057	0	0.00	0	0.31969	21
ca-CondMat.mtx.hgr.random100	reduce8	23133	23133	8.08	0	0	0.00	4057	0.03468	21
ca-CondMat.mtx.hgr.random100	reduce9	23133	23133	8.08	0	0	0.00	4057	0.03256	21
ca-CondMat.mtx.hgr.random100	reduce10	23133	23133	8.08	0	0	0.00	4057	0.05521	21
c-64.mtx.hgr.random100	reduce7	51035	51035	14.07	35549	25148	13.90	0	87.12730	1
ca-CondMat.mtx.hgr.random100	reduce11	23133	23133	8.08	0	0	0.00	4057	0.03579	21
ca-CondMat.mtx.hgr.random100	reduce12	23133	23133	8.08	0	0	0.00	4057	0.03283	21
ca-CondMat.mtx.hgr.random100	reduce13	23133	23133	8.08	0	0	0.00	4057	0.03374	21
ca-CondMat.mtx.hgr.random100	reduce14	23133	23133	8.08	0	0	0.00	4057	0.03155	21
ca-CondMat.mtx.hgr.random100	reduce15	23133	23133	8.08	0	0	0.00	4057	0.03164	21
ca-CondMat.mtx.hgr.random100	reduce1	23133	23133	8.08	23133	20760	8.89	0	0.00892	203
ca-CondMat.mtx.hgr.random100	reduce2	23133	23133	8.08	8110	9246	5.21	2523	0.02097	203
ca-CondMat.mtx.hgr.random100	reduce3	23133	23133	8.08	23133	18554	9.53	0	0.02074	203
ca-CondMat.mtx.hgr.random100	reduce4	23133	23133	8.08	4743	5204	4.14	2470	0.04112	203
ca-CondMat.mtx.hgr.random100	reduce5	23133	23133	8.08	4124	3667	2.06	1781	0.17126	203
ca-CondMat.mtx.hgr.random100	reduce6	23133	23133	8.08	8062	9246	5.21	2571	0.19697	203
ca-CondMat.mtx.hgr.random100	reduce7	23133	23133	8.08	4057	0	0.00	0	0.32051	203
ca-CondMat.mtx.hgr.random100	reduce8	23133	23133	8.08	0	0	0.00	4057	0.03174	203
ca-CondMat.mtx.hgr.random100	reduce9	23133	23133	8.08	0	0	0.00	4057	0.03257	203
ca-CondMat.mtx.hgr.random100	reduce10	23133	23133	8.08	0	0	0.00	4057	0.05730	203
ca-CondMat.mtx.hgr.random100	reduce11	23133	23133	8.08	0	0	0.00	4057	0.03641	203
ca-CondMat.mtx.hgr.random100	reduce12	23133	23133	8.08	0	0	0.00	4057	0.03066	203
ca-CondMat.mtx.hgr.random100	reduce13	23133	23133	8.08	0	0	0.00	4057	0.03429	203
c-64.mtx.hgr.random100	reduce7	51035	51035	14.07	35549	25148	13.90	0	90.16148	21
ca-CondMat.mtx.hgr.random100	reduce14	23133	23133	8.08	0	0	0.00	4057	0.03173	203
ca-CondMat.mtx.hgr.random100	reduce15	23133	23133	8.08	0	0	0.00	4057	0.02929	203
ca-CondMat.mtx.hgr.random100	reduce1	23133	23133	8.08	23133	20760	8.89	0	0.01060	1002
ca-CondMat.mtx.hgr.random100	reduce2	23133	23133	8.08	8110	9246	5.21	2523	0.02076	1002
ca-CondMat.mtx.hgr.random100	reduce3	23133	23133	8.08	23133	18554	9.53	0	0.02137	1002
ca-CondMat.mtx.hgr.random100	reduce4	23133	23133	8.08	4743	5204	4.14	2470	0.04094	1002
ca-CondMat.mtx.hgr.random100	reduce5	23133	23133	8.08	4124	3667	2.06	1781	0.17248	1002
ca-CondMat.mtx.hgr.random100	reduce6	23133	23133	8.08	8062	9246	5.21	2571	0.19628	1002
ca-CondMat.mtx.hgr.random100	reduce7	23133	23133	8.08	4057	0	0.00	0	0.32085	1002
ca-CondMat.mtx.hgr.random100	reduce8	23133	23133	8.08	0	0	0.00	4057	0.03178	1002
ca-CondMat.mtx.hgr.random100	reduce9	23133	23133	8.08	0	0	0.00	4057	0.03241	1002
ca-CondMat.mtx.hgr.random100	reduce10	23133	23133	8.08	0	0	0.00	4057	0.05706	1002
ca-CondMat.mtx.hgr.random100	reduce11	23133	23133	8.08	0	0	0.00	4057	0.03588	1002
ca-CondMat.mtx.hgr.random100	reduce12	23133	23133	8.08	0	0	0.00	4057	0.03271	1002
ca-CondMat.mtx.hgr.random100	reduce13	23133	23133	8.08	0	0	0.00	4057	0.03363	1002
ca-CondMat.mtx.hgr.random100	reduce14	23133	23133	8.08	0	0	0.00	4057	0.03160	1002
c-64.mtx.hgr.random100	reduce7	51035	51035	14.07	35549	25148	13.90	0	91.50502	203
ca-CondMat.mtx.hgr.random100	reduce15	23133	23133	8.08	0	0	0.00	4057	0.03126	1002
case39.mtx.hgr.random100.rendered	reduce1	40216	40216	25.91	40216	40215	25.91	0	0.02456	1
case39.mtx.hgr.random100.rendered	reduce2	40216	40216	25.91	40215	40215	25.91	1	0.02589	1
case39.mtx.hgr.random100.rendered	reduce3	40216	40216	25.91	40216	20078	47.87	0	0.02905	1
case39.mtx.hgr.random100.rendered	reduce8	40216	40216	25.91	0	0	0.00	10017	0.28383	1
case39.mtx.hgr.random100.rendered	reduce9	40216	40216	25.91	0	0	0.00	10017	0.25965	1
case39.mtx.hgr.random100.rendered	reduce4	40216	40216	25.91	86	176	6.62	10000	9.21053	1
case39.mtx.hgr.random100.rendered	reduce12	40216	40216	25.91	0	0	0.00	10017	0.29706	1
case39.mtx.hgr.random100.rendered	reduce13	40216	40216	25.91	0	0	0.00	10017	0.28196	1
case39.mtx.hgr.random100.rendered	reduce14	40216	40216	25.91	0	0	0.00	10017	0.27724	1
c-64.mtx.hgr.random100	reduce7	51035	51035	14.07	35549	25148	13.90	0	91.65921	1002
case39.mtx.hgr.random100.rendered	reduce15	40216	40216	25.91	0	0	0.00	10017	0.27833	1
case39.mtx.hgr.random100.rendered	reduce1	40216	40216	25.91	40216	40215	25.91	0	0.02555	21
case39.mtx.hgr.random100.rendered	reduce2	40216	40216	25.91	40215	40215	25.91	1	0.02492	21
case39.mtx.hgr.random100.rendered	reduce3	40216	40216	25.91	40216	20078	47.87	0	0.02947	21
case39.mtx.hgr.random100.rendered	reduce8	40216	40216	25.91	0	0	0.00	10017	0.28090	21
case39.mtx.hgr.random100.rendered	reduce10	40216	40216	25.91	0	0	0.00	10017	14.93600	1
case39.mtx.hgr.random100.rendered	reduce9	40216	40216	25.91	0	0	0.00	10017	0.27575	21
case39.mtx.hgr.random100.rendered	reduce11	40216	40216	25.91	0	0	0.00	10017	15.50377	1
case39.mtx.hgr.random100.rendered	reduce12	40216	40216	25.91	0	0	0.00	10017	0.27486	21
case39.mtx.hgr.random100.rendered	reduce4	40216	40216	25.91	86	176	6.62	10000	9.93590	21
case39.mtx.hgr.random100.rendered	reduce13	40216	40216	25.91	0	0	0.00	10017	0.28182	21
case39.mtx.hgr.random100.rendered	reduce14	40216	40216	25.91	0	0	0.00	10017	0.28163	21
case39.mtx.hgr.random100.rendered	reduce15	40216	40216	25.91	0	0	0.00	10017	0.28713	21
case39.mtx.hgr.random100.rendered	reduce6	40216	40216	25.91	40215	40215	25.91	1	26.82388	1
case39.mtx.hgr.random100.rendered	reduce1	40216	40216	25.91	40216	40215	25.91	0	0.02678	203
case39.mtx.hgr.random100.rendered	reduce2	40216	40216	25.91	40215	40215	25.91	1	0.02675	203
case39.mtx.hgr.random100.rendered	reduce3	40216	40216	25.91	40216	20078	47.87	0	0.03212	203
case39.mtx.hgr.random100.rendered	reduce10	40216	40216	25.91	0	0	0.00	10017	14.92992	21
case39.mtx.hgr.random100.rendered	reduce8	40216	40216	25.91	0	0	0.00	10017	0.28850	203
case39.mtx.hgr.random100.rendered	reduce9	40216	40216	25.91	0	0	0.00	10017	0.27026	203
case39.mtx.hgr.random100.rendered	reduce11	40216	40216	25.91	0	0	0.00	10017	15.60750	21
case39.mtx.hgr.random100.rendered	reduce4	40216	40216	25.91	86	176	6.62	10000	9.32112	203
case39.mtx.hgr.random100.rendered	reduce6	40216	40216	25.91	40215	40215	25.91	1	23.10663	21
case39.mtx.hgr.random100.rendered	reduce12	40216	40216	25.91	0	0	0.00	10017	0.28759	203
case39.mtx.hgr.random100.rendered	reduce13	40216	40216	25.91	0	0	0.00	10017	0.28256	203
case39.mtx.hgr.random100.rendered	reduce14	40216	40216	25.91	0	0	0.00	10017	0.27681	203
case39.mtx.hgr.random100.rendered	reduce15	40216	40216	25.91	0	0	0.00	10017	0.27882	203
case39.mtx.hgr.random100.rendered	reduce1	40216	40216	25.91	40216	40215	25.91	0	0.02641	1002
case39.mtx.hgr.random100.rendered	reduce2	40216	40216	25.91	40215	40215	25.91	1	0.02556	1002
case39.mtx.hgr.random100.rendered	reduce3	40216	40216	25.91	40216	20078	47.87	0	0.02997	1002
case39.mtx.hgr.random100.rendered	reduce10	40216	40216	25.91	0	0	0.00	10017	15.06910	203
case39.mtx.hgr.random100.rendered	reduce11	40216	40216	25.91	0	0	0.00	10017	15.62290	203
case39.mtx.hgr.random100.rendered	reduce8	40216	40216	25.91	0	0	0.00	10017	0.28462	1002
case39.mtx.hgr.random100.rendered	reduce9	40216	40216	25.91	0	0	0.00	10017	0.27370	1002
case39.mtx.hgr.random100.rendered	reduce6	40216	40216	25.91	40215	40215	25.91	1	23.01168	203
case39.mtx.hgr.random100.rendered	reduce4	40216	40216	25.91	86	176	6.62	10000	9.33436	1002
case39.mtx.hgr.random100.rendered	reduce12	40216	40216	25.91	0	0	0.00	10017	0.28707	1002
case39.mtx.hgr.random100.rendered	reduce13	40216	40216	25.91	0	0	0.00	10017	0.28454	1002
case39.mtx.hgr.random100.rendered	reduce14	40216	40216	25.91	0	0	0.00	10017	0.28011	1002
case39.mtx.hgr.random100.rendered	reduce7	40216	40216	25.91	40146	40183	25.91	0	60.42010	1
case39.mtx.hgr.random100.rendered	reduce15	40216	40216	25.91	0	0	0.00	10017	0.27816	1002
Chebyshev4.mtx.hgr.random100.rendered	reduce1	68121	68121	78.94	0	0	0.00	1	0.08825	1
Chebyshev4.mtx.hgr.random100.rendered	reduce2	68121	68121	78.94	68121	68121	78.94	0	0.12364	1
Chebyshev4.mtx.hgr.random100.rendered	reduce3	68121	68121	78.94	68121	1	68121.00	0	2.33794	1
case39.mtx.hgr.random100.rendered	reduce10	40216	40216	25.91	0	0	0.00	10017	15.08826	1002
case39.mtx.hgr.random100.rendered	reduce6	40216	40216	25.91	40215	40215	25.91	1	22.59095	1002
case39.mtx.hgr.random100.rendered	reduce11	40216	40216	25.91	0	0	0.00	10017	15.74178	1002
Chebyshev4.mtx.hgr.random100.rendered	reduce8	68121	68121	78.94	0	0	0.00	1	0.10825	1
Chebyshev4.mtx.hgr.random100.rendered	reduce9	68121	68121	78.94	0	0	0.00	1	2.37589	1
Chebyshev4.mtx.hgr.random100.rendered	reduce10	68121	68121	78.94	0	0	0.00	1	0.10802	1
case39.mtx.hgr.random100.rendered	reduce7	40216	40216	25.91	40146	40183	25.91	0	62.32071	21
