graph	algo	size	time	opt	seed	mem
pdb1HYS.mtx.hgr.random100	ILP	334	3600.18	0	203	1015596
poli3.mtx.hgr.random100	ILP	3523	0.0743885	1	203	23552
psse2.mtx.hgr.random100	ILP	3098	0.164488	1	203	36628
rgg_n_2_18_s0.mtx.hgr.random100	ILP	19200	3600.25	0	203	777884
sat14_6s11-opt.cnf.hgr.random100	ILP	30343	6.36764	1	203	363260
sat14_6s12.cnf.hgr.random100	ILP	31353	16.3754	1	203	390348
sat14_6s130-opt.cnf.hgr.random100	ILP	45782	70.1545	1	203	595932
sat14_6s130-opt.cnf.primal.hgr.random100	ILP	18727	34.6906	1	203	350208
sat14_6s133.cnf.primal.hgr.random100	ILP	18577	5.56593	1	203	260168
sat14_6s16.cnf.primal.hgr.random100	ILP	11807	4.27249	1	203	177372
sat14_6s184.cnf.hgr.random100	ILP	30630	17.1581	1	203	382480
sat14_ACG-20-10p1.cnf.dual.hgr.random100	ILP	176389	3600.64	0	203	4591812
sat14_AProVE07-27.cnf.dual.hgr.random100	ILP	3165	5.78452	1	203	97076
sat14_atco_enc1_opt2_05_4.cnf.dual.hgr.random100	ILP	7086	17.7751	1	203	628280
sat14_atco_enc1_opt2_10_12.cnf.dual.hgr.random100	ILP	4594	91.1506	1	203	515380
sat14_bob12m09-opt.cnf.dual.hgr.random100	ILP	24209	17.7793	1	203	301816
sat14_dated-10-11-u.cnf.hgr.random100	ILP	90537	120.742	1	203	618972
sat14_dated-10-17-u.cnf.hgr.random100	ILP	146162	3600.3	0	203	1176340
sat14_E02F22.cnf.primal.hgr.random100	ILP	594	182.887	1	203	3470640
sat14_manol-pipe-c10nid_i.cnf.primal.hgr.random100	ILP	91911	528.369	1	203	1661720
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	ILP	163439	3600.55	0	203	4715924
sat14_MD5-30-5.cnf.dual.hgr.random100	ILP	2920	3600.03	0	203	490376
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	ILP	166047	56.7775	1	203	1270948
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	ILP	104936	3601.13	0	203	3878396
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	ILP	101292	3601.35	0	203	8762140
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	ILP	131181	329.565	1	203	1904800
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	ILP	484565	326.533	1	203	2343148
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	ILP	474425	3601.18	0	203	5466444
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	ILP	1228271	3602.12	0	203	14687544
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	ILP	602028	3601.62	0	203	6823656
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	ILP	32017	4.99644	1	203	377020
sat14_UCG-15-10p1.cnf.hgr.random100	ILP	132284	3600.31	0	203	1039896
sat14_UCG-15-10p1.cnf.primal.hgr.random100	ILP	39543	3600.34	0	203	2564788
shermanACb.mtx.hgr.random100.rendered	ILP	1912	0.275449	1	203	39088
ship_001.mtx.hgr.random100	ILP	238	3600.16	0	203	415364
sls.mtx.hgr.random100	ILP	54721	81.3292	1	203	2239728
soc-sign-epinions.mtx.hgr.random100	ILP	70473	0.999249	1	203	173092
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	ILP	7556	1.31178	1	203	216132
xenon2.mtx.hgr.random100	ILP	4240	3600.18	0	203	498264
ABACUS_shell_hd.mtx.hgr.random100	ILP	2541	3600.01	0	1002	559612
as-22july06.mtx.hgr.random100	ILP	2057	0.145489	1	1002	36712
as-caida.mtx.hgr.random100	ILP	7339	0.161848	1	1002	41984
BenElechi1.mtx.hgr.random100	ILP	4453	3600.36	0	1002	1233112
bips07_1998.mtx.hgr.random100	ILP	5359	0.171747	1	1002	29696
bloweya.mtx.hgr.random100	ILP	10001	0.181006	1	1002	49012
c-64.mtx.hgr.random100	ILP	22600	1.02039	1	1002	120460
ca-CondMat.mtx.hgr.random100	ILP	4057	0.277749	1	1002	47592
case39.mtx.hgr.random100.rendered	ILP	10017	0.951101	1	1002	148396
Chebyshev4.mtx.hgr.random100.rendered	ILP	1	5.13206	1	1002	567652
Chem97Zt.mtx.hgr.random100.rendered	ILP	131	0.0825688	1	1002	32540
crystk02.mtx.hgr.random100.lg.metis	ILP	1941959	88.9187	1	1002	1726664
dac2012_superblue11.hgr.random100	ILP	260445	3600.54	0	1002	3341524
dac2012_superblue12.hgr.random100	ILP	281792	3600.63	0	1002	3710884
dac2012_superblue14.hgr.random100	ILP	182604	3600.57	0	1002	3680940
dac2012_superblue16.hgr.random100	ILP	221950	3600.39	0	1002	5376064
dac2012_superblue2.hgr.random100	ILP	294361	3600.83	0	1002	4103176
dac2012_superblue3.hgr.random100	ILP	208112	3600.51	0	1002	4378276
dac2012_superblue6.hgr.random100	ILP	249685	3600.55	0	1002	6460628
dac2012_superblue7.hgr.random100	ILP	292995	3600.67	0	1002	4582328
dac2012_superblue9.hgr.random100	ILP	189169	3601.41	0	1002	3811184
